Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
2913.0,208.0,33.0,192.0,72.0,849.0,178.0,248.0,183.0,342.0,T13,A3,2.0
2927.0,357.0,26.0,192.0,48.0,2563.0,168.0,182.0,144.0,1230.0,T33,A3,2.0
2551.0,96.0,9.0,212.0,6.0,518.0,234.0,228.0,125.0,1385.0,,A1,2.0
2962.0,108.0,9.0,124.0,32.0,702.0,236.0,230.0,125.0,2321.0,T29,A1,2.0
2483.0,326.0,26.0,90.0,40.0,990.0,147.0,201.0,188.0,1565.0,,A3,2.0
3228.0,135.0,5.0,85.0,7.0,4551.0,228.0,238.0,144.0,,,A1,1.0
3305.0,247.0,9.0,212.0,13.0,3160.0,201.0,247.0,184.0,912.0,T32,,1.0
2827.0,137.0,11.0,255.0,26.0,589.0,238.0,236.0,127.0,2723.0,T11,A3,2.0
3162.0,41.0,10.0,0.0,0.0,5382.0,221.0,218.0,131.0,2108.0,T23,A1,2.0
2762.0,65.0,15.0,247.0,40.0,2850.0,233.0,208.0,103.0,6453.0,T12,A1,2.0
2708.0,299.0,18.0,108.0,37.0,,167.0,230.0,202.0,1140.0,T24,A3,2.0
3136.0,130.0,4.0,60.0,0.0,4386.0,226.0,237.0,146.0,1771.0,T22,A1,1.0
3020.0,262.0,12.0,417.0,74.0,5880.0,190.0,246.0,195.0,1776.0,T29,A1,1.0
3152.0,161.0,20.0,488.0,95.0,5658.0,235.0,240.0,126.0,1440.0,T29,A1,2.0
2978.0,78.0,17.0,360.0,42.0,3797.0,240.0,207.0,93.0,5917.0,T29,A1,2.0
3001.0,30.0,16.0,67.0,6.0,4077.0,213.0,203.0,121.0,2375.0,T24,A1,1.0
3220.0,183.0,15.0,450.0,129.0,3883.0,222.0,249.0,155.0,793.0,T34,A3,2.0
3128.0,243.0,7.0,242.0,-4.0,1289.0,205.0,246.0,179.0,1857.0,T32,A3,2.0
2969.0,67.0,18.0,371.0,74.0,1883.0,235.0,201.0,91.0,3150.0,T33,A3,2.0
3151.0,263.0,13.0,85.0,11.0,1284.0,187.0,246.0,197.0,1323.0,T24,A2,1.0
2847.0,61.0,22.0,228.0,85.0,4067.0,232.0,188.0,77.0,969.0,T29,A1,2.0
2958.0,354.0,12.0,446.0,99.0,1041.0,200.0,219.0,157.0,2018.0,T12,A1,2.0
3219.0,339.0,19.0,108.0,32.0,1618.0,176.0,209.0,170.0,2765.0,T29,A1,1.0
3131.0,311.0,11.0,90.0,-1.0,2312.0,191.0,232.0,181.0,794.0,T23,A3,1.0
3257.0,281.0,17.0,285.0,50.0,1604.0,172.0,239.0,206.0,2563.0,T33,A3,1.0
2821.0,302.0,8.0,124.0,27.0,2081.0,199.0,237.0,177.0,2898.0,T30,A1,1.0
3064.0,107.0,15.0,190.0,23.0,1200.0,244.0,221.0,103.0,1308.0,T33,A3,1.0
3363.0,345.0,27.0,390.0,141.0,845.0,157.0,187.0,162.0,1290.0,,A2,1.0
2886.0,39.0,31.0,218.0,-39.0,1116.0,205.0,156.0,67.0,1706.0,T30,A1,2.0
3022.0,190.0,5.0,30.0,1.0,3318.0,220.0,244.0,159.0,1354.0,T23,A3,1.0
2928.0,307.0,5.0,,3.0,5682.0,207.0,237.0,169.0,1431.0,T29,A1,2.0
2974.0,72.0,11.0,524.0,38.0,4119.0,233.0,219.0,117.0,4715.0,T12,,2.0
3302.0,35.0,4.0,150.0,10.0,5511.0,219.0,231.0,148.0,558.0,T38,A1,1.0
3154.0,124.0,16.0,218.0,44.0,1320.0,245.0,227.0,106.0,,T13,A3,2.0
2978.0,9.0,10.0,85.0,7.0,886.0,209.0,219.0,148.0,2170.0,T29,A1,2.0
2928.0,316.0,17.0,351.0,114.0,,174.0,224.0,189.0,2542.0,,A3,2.0
3065.0,210.0,10.0,0.0,0.0,2155.0,212.0,250.0,172.0,175.0,T31,A3,1.0
2618.0,48.0,6.0,360.0,6.0,789.0,222.0,227.0,140.0,815.0,T12,A1,2.0
3138.0,51.0,13.0,450.0,79.0,1770.0,226.0,212.0,118.0,3365.0,T24,A3,1.0
3339.0,331.0,34.0,295.0,117.0,3443.0,122.0,177.0,183.0,3883.0,T39,A1,1.0
3025.0,299.0,7.0,,-43.0,1771.0,200.0,237.0,177.0,2156.0,T31,A3,2.0
2700.0,182.0,6.0,120.0,8.0,1980.0,222.0,244.0,157.0,4117.0,T23,A1,2.0
2720.0,32.0,25.0,67.0,29.0,1253.0,205.0,178.0,97.0,2555.0,T29,A1,2.0
3205.0,145.0,32.0,537.0,48.0,934.0,245.0,215.0,71.0,1276.0,T27,A3,2.0
3244.0,17.0,9.0,787.0,53.0,3772.0,213.0,221.0,145.0,2430.0,T23,A1,1.0
2967.0,95.0,10.0,451.0,42.0,2230.0,236.0,225.0,120.0,2644.0,T23,A3,1.0
2952.0,62.0,8.0,192.0,30.0,4487.0,227.0,223.0,130.0,5251.0,T29,A1,2.0
3273.0,26.0,9.0,,62.0,1317.0,216.0,220.0,140.0,424.0,T38,A1,1.0
2827.0,17.0,13.0,60.0,9.0,3520.0,208.0,211.0,138.0,6474.0,,A1,2.0
2825.0,328.0,16.0,309.0,49.0,2230.0,181.0,220.0,178.0,2379.0,T23,A1,2.0
3270.0,359.0,11.0,,199.0,3488.0,204.0,220.0,154.0,1929.0,T32,A3,1.0
2843.0,282.0,15.0,90.0,21.0,2588.0,177.0,240.0,202.0,2244.0,T22,A3,1.0
2733.0,74.0,23.0,228.0,168.0,1616.0,240.0,190.0,68.0,1214.0,T13,A3,2.0
2813.0,305.0,10.0,192.0,57.0,1745.0,194.0,235.0,181.0,2778.0,T29,A1,2.0
3208.0,131.0,25.0,258.0,-115.0,458.0,251.0,217.0,79.0,3694.0,T25,A2,2.0
3063.0,45.0,14.0,42.0,0.0,2635.0,223.0,209.0,117.0,1299.0,T22,A3,1.0
2947.0,54.0,22.0,182.0,29.0,603.0,227.0,189.0,85.0,1806.0,T33,A3,2.0
3006.0,180.0,26.0,309.0,60.0,1785.0,219.0,245.0,143.0,2236.0,T33,A3,2.0
2963.0,22.0,18.0,150.0,22.0,350.0,206.0,199.0,125.0,1415.0,T24,A3,2.0
2909.0,90.0,2.0,0.0,0.0,4491.0,222.0,236.0,150.0,1771.0,T20,A1,2.0
3126.0,357.0,13.0,85.0,0.0,1661.0,199.0,216.0,154.0,624.0,T31,,1.0
3041.0,179.0,9.0,0.0,0.0,,224.0,246.0,154.0,3842.0,T23,A1,1.0
3263.0,129.0,13.0,277.0,56.0,2101.0,241.0,232.0,118.0,1931.0,T33,A3,1.0
2941.0,47.0,18.0,180.0,-25.0,488.0,223.0,198.0,103.0,379.0,T29,A1,1.0
3015.0,80.0,12.0,180.0,-2.0,1689.0,236.0,218.0,111.0,1861.0,T30,A1,2.0
2771.0,84.0,11.0,,0.0,1445.0,235.0,222.0,117.0,2167.0,T29,A1,2.0
2858.0,309.0,23.0,371.0,154.0,1187.0,151.0,218.0,205.0,2405.0,T33,A3,2.0
2886.0,134.0,16.0,150.0,37.0,2671.0,244.0,231.0,111.0,2028.0,T29,,2.0
2966.0,179.0,12.0,85.0,14.0,4269.0,225.0,247.0,153.0,2182.0,T30,A1,2.0
3193.0,55.0,14.0,60.0,,1510.0,228.0,210.0,112.0,2454.0,T33,A3,1.0
3084.0,249.0,19.0,721.0,267.0,1972.0,175.0,250.0,210.0,785.0,T13,A3,2.0
2897.0,123.0,25.0,124.0,36.0,1760.0,253.0,211.0,70.0,1806.0,T13,A3,2.0
3112.0,329.0,6.0,607.0,-73.0,1006.0,207.0,233.0,165.0,1142.0,T23,A2,2.0
3259.0,339.0,35.0,319.0,35.0,,125.0,167.0,167.0,2577.0,T39,A1,1.0
3081.0,264.0,9.0,0.0,0.0,124.0,197.0,245.0,186.0,2132.0,T22,A2,1.0
2785.0,107.0,15.0,60.0,0.0,3108.0,244.0,221.0,102.0,6410.0,T12,A1,2.0
2943.0,231.0,3.0,510.0,94.0,3190.0,214.0,242.0,166.0,3551.0,T12,A1,2.0
3003.0,318.0,7.0,649.0,73.0,3463.0,202.0,234.0,172.0,1182.0,T12,A1,2.0
2901.0,305.0,13.0,85.0,1.0,2763.0,184.0,233.0,189.0,1357.0,T33,A3,2.0
3286.0,302.0,23.0,342.0,,457.0,149.0,222.0,210.0,636.0,T33,,1.0
3288.0,207.0,8.0,390.0,61.0,3961.0,215.0,247.0,168.0,2347.0,T23,A1,1.0
2995.0,81.0,19.0,95.0,20.0,3288.0,242.0,204.0,85.0,6129.0,T29,A1,2.0
2563.0,320.0,12.0,361.0,93.0,812.0,189.0,228.0,180.0,771.0,T2,A3,2.0
3233.0,130.0,11.0,319.0,95.0,2408.0,238.0,234.0,124.0,3245.0,T31,A3,1.0
3154.0,0.0,11.0,805.0,137.0,1706.0,203.0,219.0,153.0,2297.0,T31,A3,1.0
3054.0,62.0,11.0,255.0,4.0,3429.0,230.0,216.0,118.0,2876.0,T30,A1,1.0
2757.0,57.0,5.0,283.0,8.0,2864.0,223.0,229.0,142.0,2329.0,T12,A1,2.0
3010.0,281.0,11.0,175.0,45.0,424.0,190.0,241.0,191.0,430.0,T22,A2,1.0
2951.0,303.0,7.0,60.0,3.0,420.0,202.0,237.0,174.0,957.0,T22,A2,1.0
2925.0,36.0,8.0,700.0,127.0,3271.0,220.0,221.0,137.0,725.0,T10,A3,2.0
3037.0,341.0,11.0,150.0,26.0,3577.0,196.0,223.0,166.0,816.0,T22,A3,1.0
2954.0,90.0,4.0,90.0,5.0,1979.0,226.0,233.0,141.0,247.0,T32,A3,2.0
3286.0,346.0,12.0,127.0,17.0,2095.0,197.0,221.0,162.0,2690.0,T29,A1,1.0
2741.0,7.0,22.0,162.0,56.0,2620.0,187.0,190.0,134.0,2131.0,,A1,2.0
3170.0,142.0,15.0,256.0,42.0,2404.0,241.0,235.0,119.0,513.0,T31,A3,1.0
2991.0,143.0,15.0,216.0,-3.0,3863.0,240.0,235.0,120.0,5595.0,T29,A1,2.0
2731.0,49.0,11.0,384.0,44.0,350.0,224.0,217.0,125.0,1047.0,T11,A3,2.0
3041.0,318.0,15.0,309.0,54.0,1120.0,181.0,226.0,185.0,2395.0,T22,A3,1.0
3288.0,232.0,8.0,67.0,10.0,6065.0,207.0,248.0,178.0,437.0,T22,A1,1.0
2878.0,330.0,25.0,162.0,51.0,175.0,154.0,202.0,183.0,1543.0,T30,A1,1.0
3244.0,182.0,17.0,201.0,,3289.0,223.0,249.0,153.0,1176.0,,A3,2.0
3229.0,253.0,6.0,787.0,162.0,6282.0,207.0,244.0,175.0,1538.0,T29,A1,2.0
3162.0,7.0,11.0,454.0,20.0,2033.0,207.0,218.0,148.0,999.0,,A3,1.0
3215.0,223.0,9.0,0.0,0.0,866.0,208.0,249.0,177.0,1194.0,T32,A2,1.0
2750.0,315.0,8.0,134.0,30.0,1589.0,200.0,234.0,174.0,2446.0,T12,A1,2.0
3259.0,63.0,5.0,323.0,25.0,201.0,225.0,229.0,139.0,878.0,T32,A3,2.0
3152.0,357.0,9.0,360.0,52.0,2603.0,206.0,224.0,156.0,,T23,A1,1.0
3164.0,34.0,27.0,210.0,69.0,4743.0,204.0,170.0,87.0,1501.0,T30,A1,1.0
2637.0,159.0,16.0,60.0,15.0,1130.0,235.0,242.0,132.0,6374.0,T29,A1,2.0
2910.0,278.0,43.0,420.0,276.0,1506.0,75.0,205.0,249.0,1566.0,T33,A3,2.0
3195.0,350.0,7.0,342.0,22.0,1566.0,208.0,228.0,159.0,108.0,T23,A3,1.0
2873.0,328.0,21.0,108.0,,2670.0,165.0,211.0,183.0,1149.0,T31,A3,2.0
2888.0,11.0,7.0,0.0,0.0,1841.0,213.0,225.0,150.0,1302.0,T31,A3,2.0
3225.0,77.0,17.0,60.0,0.0,4335.0,239.0,206.0,91.0,2018.0,T23,A1,1.0
3026.0,32.0,23.0,295.0,167.0,531.0,208.0,182.0,100.0,2871.0,T24,A3,2.0
3260.0,356.0,12.0,0.0,0.0,845.0,201.0,219.0,155.0,1300.0,T24,A2,2.0
3064.0,74.0,8.0,180.0,17.0,3055.0,230.0,226.0,129.0,6046.0,T29,A1,1.0
3208.0,77.0,33.0,95.0,48.0,4866.0,240.0,161.0,24.0,1460.0,T30,A1,1.0
3162.0,359.0,13.0,60.0,13.0,4076.0,199.0,215.0,152.0,1991.0,T22,A3,1.0
3169.0,130.0,21.0,255.0,37.0,3655.0,249.0,222.0,90.0,268.0,T33,A3,1.0
2943.0,161.0,11.0,192.0,41.0,3373.0,231.0,243.0,142.0,1758.0,T30,A1,2.0
2967.0,348.0,26.0,,77.0,1865.0,162.0,187.0,157.0,1533.0,T33,A3,1.0
3248.0,191.0,16.0,492.0,115.0,616.0,218.0,251.0,162.0,,T22,A2,2.0
3175.0,208.0,12.0,170.0,15.0,2542.0,211.0,251.0,173.0,1008.0,T32,A3,1.0
3207.0,299.0,2.0,90.0,-6.0,,212.0,238.0,164.0,1451.0,T22,A1,1.0
2935.0,28.0,17.0,295.0,35.0,175.0,211.0,201.0,122.0,,T33,A3,1.0
3050.0,113.0,12.0,30.0,-1.0,2185.0,240.0,228.0,117.0,3522.0,T26,A3,1.0
3231.0,297.0,2.0,297.0,7.0,270.0,213.0,238.0,163.0,1342.0,T32,A3,2.0
2833.0,93.0,20.0,60.0,20.0,900.0,247.0,205.0,77.0,2100.0,T33,A3,2.0
2909.0,315.0,3.0,134.0,39.0,5001.0,210.0,236.0,164.0,4513.0,T24,A1,2.0
2641.0,26.0,12.0,134.0,21.0,780.0,214.0,214.0,134.0,1588.0,,A1,2.0
3034.0,135.0,4.0,474.0,30.0,5550.0,226.0,238.0,146.0,4042.0,T29,A1,1.0
3007.0,301.0,12.0,60.0,,2698.0,185.0,234.0,189.0,834.0,T23,A1,1.0
3140.0,314.0,14.0,90.0,7.0,2122.0,183.0,229.0,186.0,871.0,T23,A3,1.0
3229.0,19.0,30.0,,101.0,1507.0,183.0,162.0,100.0,2046.0,T33,A3,2.0
2924.0,272.0,32.0,816.0,547.0,886.0,122.0,231.0,238.0,2554.0,T33,,2.0
2846.0,204.0,5.0,30.0,2.0,2160.0,217.0,244.0,163.0,2462.0,T17,A3,2.0
2955.0,7.0,6.0,30.0,1.0,5285.0,213.0,229.0,153.0,2393.0,T23,A1,1.0
3405.0,253.0,15.0,589.0,1.0,1549.0,185.0,249.0,201.0,3896.0,,A2,1.0
2945.0,242.0,8.0,242.0,,5286.0,205.0,247.0,180.0,,T29,A1,2.0
3225.0,52.0,24.0,228.0,,4089.0,224.0,180.0,77.0,3337.0,T22,,1.0
3259.0,137.0,21.0,391.0,99.0,1746.0,247.0,226.0,97.0,1396.0,T33,A2,1.0
2954.0,13.0,4.0,0.0,0.0,1869.0,215.0,231.0,152.0,1489.0,T23,,2.0
3164.0,342.0,16.0,607.0,123.0,886.0,185.0,214.0,167.0,1302.0,T32,A3,2.0
2998.0,48.0,17.0,865.0,103.0,1382.0,224.0,201.0,105.0,1921.0,T33,A3,2.0
2984.0,165.0,24.0,240.0,63.0,1392.0,233.0,239.0,123.0,886.0,T29,A1,2.0
3225.0,291.0,4.0,330.0,1.0,6051.0,208.0,239.0,169.0,1144.0,T22,A1,1.0
2770.0,0.0,10.0,551.0,116.0,2718.0,205.0,221.0,153.0,1530.0,T32,A3,2.0
2808.0,17.0,6.0,0.0,0.0,2221.0,215.0,228.0,150.0,2863.0,T23,A1,1.0
3064.0,234.0,7.0,150.0,8.0,2821.0,209.0,246.0,175.0,560.0,T23,A3,1.0
2716.0,82.0,22.0,90.0,30.0,1613.0,244.0,195.0,70.0,592.0,T29,A1,2.0
3075.0,98.0,5.0,90.0,2.0,4452.0,228.0,233.0,138.0,3219.0,T22,A1,1.0
3301.0,205.0,4.0,190.0,-1.0,5750.0,217.0,243.0,162.0,573.0,T38,A1,1.0
2947.0,287.0,11.0,67.0,,1473.0,188.0,239.0,191.0,750.0,T31,A3,2.0
3058.0,39.0,18.0,182.0,2.0,2813.0,218.0,198.0,110.0,1216.0,T24,,1.0
2920.0,95.0,11.0,134.0,30.0,3229.0,238.0,223.0,114.0,1873.0,T30,A1,2.0
2880.0,38.0,19.0,516.0,146.0,258.0,217.0,195.0,107.0,,T10,A3,2.0
2750.0,80.0,10.0,30.0,0.0,1742.0,234.0,223.0,120.0,1120.0,T29,A1,2.0
3274.0,325.0,13.0,408.0,46.0,1771.0,186.0,225.0,178.0,799.0,T31,A3,1.0
2819.0,83.0,16.0,60.0,-6.0,2469.0,241.0,211.0,96.0,2724.0,T30,A1,1.0
2902.0,343.0,15.0,210.0,9.0,384.0,188.0,216.0,166.0,365.0,T31,A3,2.0
3121.0,0.0,8.0,420.0,36.0,680.0,209.0,226.0,155.0,983.0,T22,A2,2.0
3176.0,14.0,12.0,552.0,54.0,1987.0,209.0,216.0,143.0,2550.0,T31,A3,1.0
3465.0,93.0,16.0,875.0,180.0,2462.0,244.0,213.0,94.0,1201.0,T40,A1,1.0
2965.0,133.0,11.0,319.0,29.0,4075.0,238.0,235.0,126.0,1652.0,T12,A1,2.0
2906.0,138.0,7.0,430.0,73.0,3095.0,231.0,238.0,139.0,2259.0,T12,A1,2.0
2842.0,317.0,19.0,309.0,92.0,2442.0,166.0,220.0,192.0,,T24,A3,2.0
2775.0,40.0,8.0,301.0,48.0,2030.0,221.0,223.0,137.0,1477.0,T29,A1,2.0
3182.0,53.0,10.0,481.0,69.0,3596.0,226.0,219.0,127.0,3469.0,T29,A1,1.0
3066.0,184.0,9.0,170.0,7.0,1618.0,222.0,247.0,157.0,677.0,T23,A1,1.0
3228.0,126.0,4.0,124.0,7.0,4602.0,227.0,237.0,144.0,2012.0,T22,A1,1.0
3001.0,41.0,5.0,285.0,-20.0,1354.0,221.0,228.0,143.0,785.0,T23,A3,2.0
3152.0,255.0,11.0,247.0,20.0,1209.0,194.0,247.0,191.0,1852.0,T32,A3,2.0
2805.0,83.0,8.0,42.0,1.0,2268.0,232.0,226.0,127.0,,T12,A1,1.0
2777.0,108.0,10.0,192.0,3.0,2773.0,238.0,228.0,120.0,2163.0,T12,A1,2.0
2815.0,144.0,23.0,60.0,19.0,1541.0,245.0,228.0,99.0,1806.0,T11,A3,2.0
3280.0,214.0,10.0,234.0,-2.0,1824.0,211.0,250.0,174.0,3963.0,T32,A2,1.0
3239.0,273.0,9.0,85.0,17.0,3515.0,197.0,243.0,185.0,1828.0,T29,A1,1.0
2906.0,214.0,20.0,108.0,4.0,914.0,198.0,254.0,186.0,713.0,T13,A3,2.0
3079.0,312.0,11.0,124.0,19.0,3372.0,189.0,232.0,183.0,2227.0,,A1,1.0
3085.0,197.0,18.0,513.0,95.0,1710.0,212.0,252.0,168.0,3640.0,T29,A1,1.0
2645.0,218.0,21.0,390.0,47.0,2105.0,192.0,254.0,191.0,1744.0,T10,A3,2.0
2936.0,324.0,6.0,,33.0,4455.0,205.0,233.0,168.0,5855.0,T12,A1,2.0
3169.0,294.0,9.0,60.0,8.0,666.0,196.0,238.0,182.0,2400.0,T23,A2,1.0
3166.0,163.0,12.0,577.0,99.0,2692.0,231.0,243.0,141.0,3055.0,T32,A3,2.0
2956.0,53.0,18.0,150.0,31.0,858.0,227.0,197.0,97.0,,T32,A3,2.0
3417.0,193.0,9.0,342.0,22.0,2821.0,220.0,247.0,162.0,1936.0,T38,A3,1.0
3089.0,178.0,12.0,228.0,26.0,1898.0,225.0,247.0,152.0,607.0,T32,A3,2.0
3335.0,307.0,9.0,270.0,67.0,5392.0,195.0,235.0,180.0,927.0,T39,A1,1.0
3099.0,147.0,10.0,210.0,8.0,1415.0,234.0,239.0,136.0,3360.0,T33,A3,1.0
3114.0,333.0,19.0,210.0,46.0,3461.0,173.0,212.0,177.0,2073.0,,A1,1.0
3127.0,288.0,6.0,0.0,0.0,1379.0,203.0,239.0,175.0,,T40,A2,1.0
3405.0,176.0,12.0,872.0,244.0,1337.0,226.0,246.0,152.0,940.0,T31,A2,1.0
2722.0,20.0,25.0,67.0,13.0,2886.0,194.0,180.0,113.0,6430.0,T29,A1,2.0
3243.0,354.0,6.0,361.0,79.0,1793.0,209.0,229.0,158.0,2419.0,T33,A3,1.0
3262.0,359.0,14.0,376.0,62.0,3753.0,198.0,213.0,152.0,3937.0,T38,A1,1.0
2744.0,255.0,3.0,,0.0,1138.0,213.0,241.0,166.0,930.0,T23,A3,1.0
3266.0,191.0,12.0,335.0,56.0,3097.0,219.0,249.0,162.0,,T32,A3,2.0
3187.0,331.0,8.0,228.0,2.0,1699.0,201.0,230.0,168.0,769.0,T32,A2,1.0
3289.0,141.0,3.0,30.0,1.0,5842.0,225.0,238.0,149.0,524.0,,A1,1.0
3176.0,18.0,11.0,626.0,59.0,1939.0,211.0,216.0,141.0,,T31,A3,1.0
2693.0,178.0,5.0,240.0,4.0,960.0,223.0,243.0,155.0,1831.0,T30,A1,2.0
2947.0,84.0,32.0,309.0,163.0,2259.0,245.0,168.0,27.0,1897.0,T13,A3,2.0
3044.0,227.0,16.0,85.0,11.0,1671.0,196.0,253.0,191.0,1332.0,T23,A3,1.0
3198.0,339.0,14.0,42.0,10.0,1745.0,189.0,219.0,169.0,1895.0,T29,A1,1.0
3325.0,144.0,6.0,300.0,57.0,3129.0,230.0,239.0,143.0,616.0,T38,A3,1.0
3368.0,350.0,16.0,642.0,76.0,2431.0,190.0,212.0,159.0,1129.0,,A3,1.0
3169.0,182.0,7.0,95.0,14.0,2643.0,222.0,245.0,157.0,1103.0,T32,A3,2.0
3129.0,135.0,17.0,300.0,62.0,3101.0,245.0,230.0,108.0,3160.0,T30,A1,1.0
3068.0,333.0,16.0,400.0,,2489.0,181.0,217.0,175.0,1001.0,T29,A1,1.0
3211.0,255.0,11.0,0.0,0.0,3636.0,195.0,247.0,190.0,1710.0,T22,A1,1.0
3124.0,235.0,13.0,,40.0,120.0,197.0,251.0,190.0,2115.0,T23,A3,2.0
3044.0,117.0,1.0,30.0,-1.0,3087.0,220.0,237.0,153.0,525.0,T19,A1,2.0
3150.0,217.0,19.0,525.0,65.0,3301.0,197.0,254.0,188.0,1867.0,T33,A3,1.0
3116.0,81.0,17.0,400.0,,,241.0,207.0,90.0,4719.0,T29,A1,2.0
2995.0,253.0,7.0,366.0,51.0,234.0,204.0,245.0,179.0,1401.0,T32,,2.0
2953.0,66.0,3.0,212.0,-6.0,1167.0,222.0,233.0,147.0,2103.0,,A1,2.0
3198.0,326.0,7.0,192.0,23.0,,203.0,232.0,168.0,,T22,A1,1.0
2971.0,337.0,10.0,541.0,51.0,5249.0,197.0,225.0,167.0,1848.0,T29,A1,2.0
2945.0,25.0,10.0,384.0,49.0,,215.0,219.0,140.0,6349.0,T12,A1,2.0
3164.0,291.0,3.0,285.0,33.0,3141.0,210.0,239.0,167.0,914.0,T29,A1,2.0
3029.0,329.0,25.0,313.0,47.0,190.0,151.0,201.0,185.0,1194.0,,A3,1.0
3229.0,299.0,7.0,540.0,45.0,569.0,200.0,237.0,177.0,983.0,T23,,1.0
3062.0,34.0,40.0,430.0,153.0,2391.0,182.0,125.0,47.0,2133.0,T33,,1.0
2930.0,150.0,26.0,192.0,7.0,417.0,243.0,228.0,97.0,1606.0,T30,A1,2.0
2919.0,159.0,25.0,108.0,-3.0,391.0,237.0,235.0,112.0,1689.0,T30,A1,2.0
3067.0,212.0,3.0,579.0,156.0,5155.0,217.0,242.0,162.0,591.0,,A1,2.0
2838.0,121.0,15.0,90.0,6.0,1082.0,244.0,227.0,108.0,1800.0,T10,,2.0
3246.0,117.0,5.0,30.0,3.0,5556.0,229.0,235.0,139.0,778.0,T38,A1,2.0
2575.0,57.0,8.0,569.0,72.0,1233.0,226.0,223.0,132.0,1543.0,T11,A3,2.0
3318.0,67.0,6.0,234.0,,,227.0,228.0,135.0,3156.0,T38,A2,1.0
2527.0,343.0,14.0,,,60.0,190.0,218.0,165.0,518.0,,A4,2.0
3321.0,59.0,15.0,30.0,-4.0,,230.0,207.0,106.0,4096.0,T35,A2,1.0
3152.0,270.0,7.0,417.0,115.0,2098.0,202.0,243.0,180.0,973.0,T32,A3,2.0
3194.0,153.0,2.0,0.0,0.0,5493.0,222.0,239.0,153.0,990.0,T19,A1,1.0
3351.0,325.0,23.0,492.0,155.0,636.0,157.0,208.0,188.0,631.0,T33,A2,1.0
3096.0,73.0,11.0,192.0,13.0,3187.0,233.0,218.0,115.0,3133.0,T30,A1,1.0
3074.0,119.0,2.0,430.0,30.0,3245.0,223.0,237.0,149.0,450.0,T29,A1,1.0
3158.0,30.0,10.0,351.0,22.0,2750.0,217.0,218.0,136.0,1452.0,T23,A1,1.0
3163.0,28.0,12.0,90.0,2.0,1728.0,215.0,213.0,133.0,300.0,T23,A1,1.0
2689.0,27.0,13.0,30.0,2.0,1660.0,214.0,212.0,132.0,,T12,A1,2.0
3133.0,52.0,11.0,0.0,0.0,1732.0,226.0,216.0,123.0,247.0,T23,,1.0
3128.0,309.0,13.0,120.0,1.0,3636.0,183.0,231.0,188.0,1172.0,T23,A1,1.0
2767.0,86.0,6.0,210.0,9.0,2531.0,229.0,230.0,134.0,6198.0,T12,A1,2.0
3118.0,307.0,2.0,0.0,0.0,2388.0,213.0,237.0,163.0,2084.0,T23,A3,1.0
3290.0,346.0,4.0,421.0,25.0,5820.0,212.0,233.0,159.0,618.0,T22,A1,2.0
3365.0,66.0,8.0,395.0,32.0,,228.0,225.0,131.0,3778.0,T38,A2,1.0
3152.0,80.0,4.0,120.0,-8.0,4865.0,225.0,232.0,142.0,2155.0,T22,A1,1.0
2845.0,236.0,21.0,402.0,221.0,730.0,180.0,253.0,206.0,1790.0,T33,A3,2.0
2940.0,9.0,17.0,212.0,36.0,4353.0,199.0,205.0,140.0,361.0,T29,A1,1.0
3010.0,18.0,3.0,108.0,5.0,5171.0,217.0,233.0,153.0,2553.0,,A1,1.0
2779.0,113.0,10.0,376.0,40.0,1698.0,237.0,230.0,123.0,2964.0,T12,A1,2.0
3004.0,260.0,4.0,828.0,104.0,5896.0,210.0,242.0,170.0,6255.0,T29,A1,2.0
3067.0,310.0,20.0,175.0,35.0,2808.0,160.0,221.0,199.0,2703.0,T24,A1,1.0
3148.0,347.0,4.0,552.0,102.0,5178.0,211.0,232.0,159.0,908.0,T29,A1,2.0
2506.0,38.0,11.0,330.0,28.0,582.0,220.0,215.0,128.0,3565.0,T18,A1,2.0
3051.0,42.0,6.0,,-6.0,2779.0,221.0,227.0,142.0,997.0,T29,A1,2.0
2546.0,314.0,17.0,67.0,28.0,660.0,173.0,225.0,191.0,1328.0,T10,A3,2.0
3157.0,352.0,21.0,395.0,16.0,2221.0,180.0,200.0,155.0,1401.0,T32,A3,2.0
3300.0,16.0,15.0,446.0,89.0,5142.0,206.0,207.0,136.0,306.0,T38,A1,1.0
2664.0,122.0,18.0,170.0,26.0,1500.0,248.0,223.0,97.0,793.0,T30,A1,2.0
3275.0,46.0,15.0,30.0,7.0,2041.0,223.0,206.0,112.0,4663.0,T23,A2,1.0
2962.0,349.0,4.0,484.0,65.0,4148.0,213.0,233.0,158.0,5504.0,T12,A1,2.0
3231.0,141.0,9.0,607.0,56.0,4293.0,234.0,238.0,134.0,2591.0,T29,A1,1.0
3260.0,343.0,25.0,531.0,62.0,1057.0,160.0,193.0,166.0,1610.0,T33,A2,1.0
3252.0,51.0,3.0,247.0,18.0,,221.0,232.0,147.0,947.0,T31,A3,2.0
2991.0,267.0,4.0,295.0,74.0,4603.0,209.0,241.0,170.0,2045.0,T12,A1,2.0
2618.0,27.0,15.0,335.0,143.0,2277.0,212.0,206.0,127.0,492.0,T2,A3,2.0
