Country Name,Country Code,Year,population,co2emissions,fertility,life_expectancy,internet_usage,gdp,Region,IncomeGroup
Cote d'Ivoire,CIV,2014,22995555.0,0.400077310996196,4.867,57.208,10.0,2124.01955857681,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2014,22299585.0,0.369962041894502,4.855,58.935,16.21487223,1631.71408426148,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2014,76035588.0,0.0675999226373524,6.483,58.296,3.0,472.266227045325,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2014,4944861.0,1.04957450921683,4.626,62.95,7.11,3622.53029274349,Sub-Saharan Africa,Lower middle income
Colombia,COL,2014,46677947.0,1.69673265510675,1.883,76.043,52.57,8164.71449537797,Latin America & Caribbean,Upper middle income
Comoros,COM,2014,714612.0,0.237891333742141,4.492,62.516,6.98,1608.68786375537,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2014,546076.0,0.915623466330694,2.17,75.24,40.26,3405.93344748456,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2014,4844288.0,1.61633658521253,1.819,78.774,53.0,10737.6788809612,Latin America & Caribbean,Upper middle income
Cuba,CUB,2014,11332026.0,2.35527173464459,1.663,77.853,29.07018437,7117.52691001591,Latin America & Caribbean,Upper middle income
Curacao,CUW,2014,155909.0,,2.0,77.9756097560976,,19552.660553207,Latin America & Caribbean,High income
Cayman Islands,CYM,2014,59559.0,,,,74.1,76613.4065500634,Latin America & Caribbean,High income
Cyprus,CYP,2014,1176995.0,5.78592087713163,1.315,80.771,69.33,27245.365234375,Europe & Central Asia,High income
Czechia,CZE,2014,10525347.0,9.26430284305406,1.53,78.8243902439024,74.23171164,19890.9199056648,Europe & Central Asia,High income
Germany,DEU,2014,80982500.0,9.08850689674467,1.47,81.090243902439,86.19,48023.8699845462,Europe & Central Asia,High income
Djibouti,DJI,2014,989087.0,0.404413369056983,3.112,61.641,17.0,2239.11453821208,Middle East & North Africa,Lower middle income
Dominica,DMA,2014,69371.0,2.59474430457334,,,57.5,7498.91752183776,Latin America & Caribbean,Upper middle income
Denmark,DNK,2014,5643475.0,6.34715307409428,1.69,80.7,95.99,62548.9847332908,Europe & Central Asia,High income
Dominican Republic,DOM,2014,10282115.0,2.0861467473316,2.445,72.867,49.58,6533.66686007327,Latin America & Caribbean,Upper middle income
Algeria,DZA,2014,38760168.0,3.81164512736797,3.004,75.11,29.5,5516.23060417242,Middle East & North Africa,Lower middle income
Ecuador,ECU,2014,15957994.0,2.61937679867911,2.335,76.622,45.59039067,6374.6314856366,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2014,95592324.0,2.29223420823191,3.441,70.415,33.89460391,3196.86138078687,Middle East & North Africa,Lower middle income
Eritrea,ERI,2014,3323425.0,0.195581358435392,4.273,65.6,0.99,,Sub-Saharan Africa,Low income
Spain,ESP,2014,46480882.0,5.18406700444856,1.32,83.2292682926829,76.19,29513.6511800405,Europe & Central Asia,High income
Estonia,EST,2014,1314545.0,13.6473080298184,1.54,77.0341463414634,84.24152803,20261.0667303886,Europe & Central Asia,High income
Ethiopia,ETH,2014,99746766.0,0.123713285627605,4.609,62.905,7.7,557.534148360438,Sub-Saharan Africa,Low income
Finland,FIN,2014,5461512.0,8.45187190789146,1.71,81.1804878048781,86.53039275,50327.2402902632,Europe & Central Asia,High income
Fiji,FJI,2014,915560.0,1.40897370118073,2.657,67.376,37.4,5305.19092336933,East Asia & Pacific,Upper middle income
France,FRA,2014,66312067.0,4.61605285360078,2.0,82.719512195122,83.75,43068.5487241739,Europe & Central Asia,High income
Faroe Islands,FRO,2014,48465.0,,2.6,81.5926829268293,93.3,60125.7721171364,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2014,109024.0,1.28412093296931,3.032,71.529,29.65,2928.44878191958,East Asia & Pacific,Lower middle income
Gabon,GAB,2014,1966855.0,3.03021831204993,3.953,64.974,38.07120929,9255.36859701951,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2014,64602298.0,6.4332077800625,1.81,81.3048780487805,91.61,47447.5889322667,Europe & Central Asia,High income
Georgia,GEO,2014,3719414.0,2.2772405188099,2.115,73.099,44.0,4739.18833846421,Europe & Central Asia,Upper middle income
Ghana,GHA,2014,28196358.0,0.535175505736872,4.05,63.045,19.0,1942.90509974861,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2014,32452.0,,2.014,81.882,,,Europe & Central Asia,High income
Guinea,GIN,2014,11333365.0,0.197646507417412,5.049,57.886,6.4,774.569037046568,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2014,2189019.0,0.237549322745264,5.416,62.269,15.56,561.649123155962,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2014,1743309.0,0.154877884946866,4.802,58.61,3.32,605.122583085693,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2014,1295183.0,6.10724495875263,4.863,59.595,18.86,16804.9259482413,Sub-Saharan Africa,Upper middle income
Greece,GRC,2014,10892413.0,6.38517866075752,1.3,81.3853658536585,63.21,21616.7100094908,Europe & Central Asia,High income
Grenada,GRD,2014,117972.0,2.11914691621741,2.148,74.985,51.6,7726.40965652867,Latin America & Caribbean,Upper middle income
Greenland,GRL,2014,56295.0,,2.037,71.9856097560976,66.7,50484.9275739023,Europe & Central Asia,High income
Guatemala,GTM,2014,15306316.0,0.911388462727746,3.088,71.964,23.4,3779.64233613025,Latin America & Caribbean,Upper middle income
Guam,GUM,2014,167543.0,,2.943,76.749,69.27,33483.9414359299,East Asia & Pacific,High income
Guyana,GUY,2014,751115.0,2.74258927431823,2.558,67.882,32.0,5495.37619674792,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,2014,7229500.0,,1.235,83.9804878048781,79.86627043,40315.2855640552,East Asia & Pacific,High income
Honduras,HND,2014,9127846.0,1.03638909312744,2.635,72.259,23.0,2164.42021860394,Latin America & Caribbean,Lower middle income
Croatia,HRV,2014,4238389.0,3.83164446942416,1.46,77.4780487804878,68.57,13784.4783575033,Europe & Central Asia,High income
Haiti,HTI,2014,10412740.0,0.290029327624286,3.157,62.987,11.4,1453.91747709273,Latin America & Caribbean,Lower middle income
Hungary,HUN,2014,9866468.0,4.11798842991385,1.44,75.7634146341463,75.65319745,14294.2584180751,Europe & Central Asia,High income
Indonesia,IDN,2014,256229761.0,1.88857844527322,2.389,69.533,17.14,3476.62485324343,East Asia & Pacific,Lower middle income
Isle of Man,IMN,2014,83896.0,,1.737,80.037,,91885.607793653,Europe & Central Asia,High income
India,IND,2014,1307246509.0,1.64246765444748,2.306,69.074,13.5,1559.86451848257,South Asia,Lower middle income
Ireland,IRL,2014,4657740.0,7.62816275260038,1.89,81.3487804878049,83.49172234,55643.0594338748,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2014,79961672.0,7.57050172219933,2.036,74.782,39.35,5757.54333684193,Middle East & North Africa,Lower middle income
Iraq,IRQ,2014,36746488.0,3.64769534672628,4.283,68.914,13.21,6215.98603314029,Middle East & North Africa,Upper middle income
Iceland,ISL,2014,327386.0,6.26172149180564,1.93,82.8609756097561,98.16,54576.7448146565,Europe & Central Asia,High income
Israel,ISR,2014,8215700.0,7.87760035306828,3.08,82.1536585365854,75.01775316,38259.6810956173,Middle East & North Africa,High income
Italy,ITA,2014,60789140.0,5.38747546025491,1.37,83.090243902439,55.63846022,35565.7213771496,Europe & Central Asia,High income
Jamaica,JAM,2014,2784543.0,2.58211134007285,1.569,72.982,40.4027351,4991.56551872824,Latin America & Caribbean,Upper middle income
Jordan,JOR,2014,8658026.0,2.95101900098943,3.31,74.789,46.2,4255.89430976972,Middle East & North Africa,Upper middle income
Japan,JPN,2014,127276000.0,9.56283977432658,1.42,83.5878048780488,89.10683302,38475.3952461838,East Asia & Pacific,High income
Kazakhstan,KAZ,2014,17288285.0,12.1024147697437,2.73,71.44,66.0,12807.2606866152,Europe & Central Asia,Upper middle income
Kenya,KEN,2014,45831863.0,0.330556050460578,3.844,61.816,16.5,1489.91911052082,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2014,5835500.0,1.66395339527838,3.2,70.4024390243902,28.3,1279.76978265986,Europe & Central Asia,Lower middle income
Cambodia,KHM,2014,15210817.0,0.456911670771211,2.589,69.736,14.0,1098.07453750857,East Asia & Pacific,Lower middle income
Kiribati,KIR,2014,114985.0,0.521807180579167,3.599,65.815,12.25,1546.83017691485,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2014,47789.0,4.81282312189678,,,68.0,19945.4701725099,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2014,50746659.0,11.5887437408533,1.205,81.7219512195122,87.55682649,29249.5752209742,East Asia & Pacific,High income
Kuwait,KWT,2014,3761584.0,22.7483952757201,2.156,79.445,78.7,43234.8214233111,Middle East & North Africa,High income
Lao PDR,LAO,2014,6691454.0,0.648588505964158,2.802,66.361,14.26,1984.50867013598,East Asia & Pacific,Lower middle income
Lebanon,LBN,2014,6274342.0,4.00838838854023,2.182,78.973,73.0,7665.37969184142,Middle East & North Africa,Lower middle income
Liberia,LBR,2014,4519398.0,0.269947463934407,4.622,59.121,5.41,713.734882389203,Sub-Saharan Africa,Low income
Libya,LBY,2014,6097764.0,9.51168329899288,2.754,71.511,17.76,9408.76783223652,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2014,174804.0,2.91755331950789,1.485,72.864,39.7,10007.1468771353,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2014,37096.0,4.31313339507551,1.59,82.0731707317073,95.21,179457.9179259,Europe & Central Asia,High income
Sri Lanka,LKA,2014,20778000.0,0.847049782532953,2.13,74.651,10.5,3971.91867501802,South Asia,Lower middle income
Lesotho,LSO,2014,2095242.0,0.291135827892489,3.288,50.033,22.0,1165.04593536567,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2014,2932367.0,3.70349265855099,1.63,74.5170731707317,72.13,16551.018202078,Europe & Central Asia,High income
Luxembourg,LUX,2014,556319.0,17.3461622172356,1.5,82.2292682926829,94.67,123678.702143275,Europe & Central Asia,High income
Latvia,LVA,2014,1993782.0,3.65135215876578,1.65,74.1243902439024,75.83,15742.3913381908,Europe & Central Asia,High income
"Macao SAR, China",MAC,2014,604167.0,,1.224,83.883,69.78,90873.9324354186,East Asia & Pacific,High income
St. Martin (French part),MAF,2014,35261.0,,2.595,79.966,,21920.8391927213,Latin America & Caribbean,High income
Morocco,MAR,2014,34248603.0,1.71364649900345,2.548,72.538,56.8,3430.54956054688,Middle East & North Africa,Lower middle income
Monaco,MCO,2014,36110.0,,,,92.4,195780.006892569,Europe & Central Asia,High income
Moldova,MDA,2014,2857815.0,2.69786534053008,1.822,69.031,67.0,3327.78677471175,Europe & Central Asia,Upper middle income
Madagascar,MDG,2014,24215976.0,0.124298107599019,4.247,64.255,3.7,517.136176058996,Sub-Saharan Africa,Low income
Maldives,MDV,2014,416738.0,3.28743720219507,2.059,79.424,49.28,8872.12492462299,South Asia,Upper middle income
Mexico,MEX,2014,118755887.0,3.89235432374291,2.211,74.797,44.39,11076.0924511013,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2014,50419.0,2.97506904064864,,,16.8,3672.68093377497,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2014,2067471.0,3.72435686365862,1.5,75.4512195121951,68.06,5495.73504918897,Europe & Central Asia,Upper middle income
Mali,MLI,2014,17551814.0,0.192572694448615,6.441,57.9,7.0,818.430391118894,Sub-Saharan Africa,Low income
Malta,MLT,2014,434558.0,5.43080531274497,1.38,82.0463414634146,73.17,26754.2623307031,Middle East & North Africa,High income
Myanmar,MMR,2014,51072436.0,0.33364378616143,2.24,65.056,7.4,1238.72871010838,East Asia & Pacific,Lower middle income
Montenegro,MNE,2014,621810.0,3.57022246121843,1.75,76.4414634146341,61.0,7388.14779373126,Europe & Central Asia,Upper middle income
Mongolia,MNG,2014,2902823.0,6.24219969293112,2.996,69.047,19.94244743,4211.93945414035,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,2014,51856.0,,,,,16044.4307312558,East Asia & Pacific,High income
Mozambique,MOZ,2014,26038704.0,0.186645239083881,5.131,57.274,6.0,680.375033549628,Sub-Saharan Africa,Low income
Mauritania,MRT,2014,3843174.0,0.754584646796484,4.886,64.155,11.8,1715.38883792802,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2014,1260934.0,3.13259857191869,1.43,74.1943902439024,44.80327537,10368.6134328483,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2014,16477966.0,0.0515840379717896,4.612,60.899,5.83,367.024269701615,Sub-Saharan Africa,Low income
Malaysia,MYS,2014,30606459.0,7.73202786694416,2.081,75.146,63.66542588,11045.4451263498,East Asia & Pacific,Upper middle income
Namibia,NAM,2014,2243001.0,1.76103356515834,3.635,59.822,14.84,5544.09742281386,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2014,268050.0,,2.17,77.2365853658537,70.0,39675.5819387796,East Asia & Pacific,High income
Niger,NER,2014,19372014.0,0.110984851413355,7.279,60.786,1.248675689,560.754509239933,Sub-Saharan Africa,Low income
Nigeria,NGA,2014,179379016.0,0.640152925306798,5.664,51.791,21.0,3200.95314600431,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2014,6208676.0,0.766669130243201,2.503,72.812,17.6,1913.52134831663,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2014,16865008.0,8.88170306744788,1.71,81.7073170731707,91.666666,52900.537415323,Europe & Central Asia,High income
Norway,NOR,2014,5137232.0,7.61304932507459,1.75,82.1,96.3,97019.1827527462,Europe & Central Asia,High income
Nepal,NPL,2014,27462106.0,0.259630492812202,2.293,68.085,15.44,827.744345971451,South Asia,Lower middle income
Nauru,NRU,2014,10940.0,4.57038398035266,,,,9566.21254009628,East Asia & Pacific,High income
New Zealand,NZL,2014,4516500.0,7.07848982914967,1.92,81.4048780487805,84.0,44572.8987536626,East Asia & Pacific,High income
Oman,OMN,2014,4009267.0,16.5591364679999,2.956,77.446,70.22,23121.2063768559,Middle East & North Africa,High income
Pakistan,PAK,2014,208251628.0,0.740642495688744,4.005,65.284,10.0,1173.39245362734,South Asia,Lower middle income
Panama,PAN,2014,3888793.0,2.76692542618797,2.59,77.248,44.92,12837.2479584282,Latin America & Caribbean,High income
Peru,PER,2014,30353951.0,1.75166646901899,2.385,75.333,40.2,6614.93333937211,Latin America & Caribbean,Upper middle income
Philippines,PHL,2014,101325201.0,1.0048832737556,3.031,71.151,34.7,2935.92555618062,East Asia & Pacific,Lower middle income
Palau,PLW,2014,17796.0,12.3623285461849,,,,13580.0067430883,East Asia & Pacific,Upper middle income
Papua New Guinea,PNG,2014,8464153.0,0.695875873993015,3.625,64.259,6.5,2742.23333845605,East Asia & Pacific,Lower middle income
Poland,POL,2014,38011735.0,7.51688948127014,1.32,77.6024390243903,66.6,14182.1375046373,Europe & Central Asia,High income
Puerto Rico,PRI,2014,3534874.0,,1.432,78.929,69.0,28981.4573305866,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2014,25126131.0,1.24292910604646,1.885,72.942,,,East Asia & Pacific,Low income
Portugal,PRT,2014,10401062.0,4.41589525234787,1.23,81.1219512195122,64.59,22103.7009703321,Europe & Central Asia,High income
Paraguay,PRY,2014,6090721.0,0.92435692169136,2.646,72.878,43.0,6629.41699277341,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2014,4173398.0,,4.04,72.622,53.67,3352.11259506043,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2014,289873.0,,1.959,82.214,60.68,21223.0837572513,East Asia & Pacific,High income
Qatar,QAT,2014,2214465.0,36.8757255870422,1.898,79.768,91.49,93126.1494633822,Middle East & North Africa,High income
Romania,ROU,2014,19908979.0,3.59335357757559,1.56,74.909756097561,54.08,10031.267274026,Europe & Central Asia,High income
Russian Federation,RUS,2014,143819667.0,11.2082025675772,1.75,70.7436585365854,70.52,14095.6484375,Europe & Central Asia,Upper middle income
Rwanda,RWA,2014,11368451.0,0.0756479501301554,4.112,64.94,10.6,724.352174367351,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2014,32125564.0,16.8252305089881,2.686,76.757,64.71365737,23543.5663423802,Middle East & North Africa,High income
Sudan,SDN,2014,37003245.0,0.435637491772232,4.912,64.269,,2075.98901367188,Sub-Saharan Africa,Low income
Senegal,SEN,2014,13970308.0,0.613443862141352,4.905,66.452,17.7,1417.0950735747,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2014,5469724.0,8.11741168766082,1.25,82.4951219512195,82.1,57562.5307937678,East Asia & Pacific,High income
Solomon Islands,SLB,2014,597375.0,0.569156733335474,4.418,69.234,9.0,2235.74734403787,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2014,7140688.0,0.161048903993304,4.703,56.393,6.057298984,702.335379410788,Sub-Saharan Africa,Low income
El Salvador,SLV,2014,6209526.0,1.06127265633285,2.126,71.746,24.76171215,3638.51765819162,Latin America & Caribbean,Lower middle income
San Marino,SMR,2014,33389.0,,,,,50135.484581721,Europe & Central Asia,High income
Somalia,SOM,2014,13309235.0,0.0488382672751771,7.057,54.277,1.63,377.557387161667,Sub-Saharan Africa,Low income
Serbia,SRB,2014,7130576.0,5.46379410085142,1.46,75.3365853658537,62.07508046,6600.05680854589,Europe & Central Asia,Upper middle income
South Sudan,SSD,2014,11213284.0,0.136445306423147,5.022,54.973,2.6,1245.14931107226,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2014,197497.0,0.607604152558221,4.511,66.845,24.41,1754.6004708083,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2014,569682.0,4.59905681688921,2.519,69.782,40.08,9199.17789329145,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2014,5418649.0,5.61763652417007,1.37,76.8121951219512,79.98,18719.9881409371,Europe & Central Asia,High income
Slovenia,SVN,2014,2061980.0,6.35796644811162,1.58,81.0780487804878,71.59,24247.1733184083,Europe & Central Asia,High income
Sweden,SWE,2014,9696110.0,4.0304825162931,1.88,82.2536585365854,92.52,60020.3604576572,Europe & Central Asia,High income
Eswatini,SWZ,2014,1125865.0,0.666154467898016,3.174,53.05,25.0,3928.50682779538,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2014,37685.0,,,77.0682926829268,,33043.6883812669,Latin America & Caribbean,High income
Seychelles,SYC,2014,91359.0,5.1445396601091,2.25,73.2292682926829,51.25470199,15188.2287645444,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2014,20072232.0,1.32571208873789,3.101,63.153,28.09,1071.23420366067,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2014,34985.0,,1.653,77.135,,24040.8746605688,Latin America & Caribbean,High income
Chad,TCD,2014,13697126.0,0.164998116426998,6.781,51.202,2.9,1017.7878239279,Sub-Saharan Africa,Low income
Togo,TGO,2014,7288383.0,0.218155389663057,4.655,58.853,5.7,627.709402333537,Sub-Saharan Africa,Low income
Thailand,THA,2014,69960943.0,3.67061930244378,1.51,77.415,34.89,5822.38369858276,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2014,8326348.0,0.550061074039429,3.459,69.069,17.49,1094.42273564108,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2014,5663152.0,12.6078200842709,2.956,68.614,12.2,7685.50985852327,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2014,1184830.0,0.4473215325319,4.085,66.787,17.5,1221.53426954268,East Asia & Pacific,Lower middle income
Tonga,TON,2014,106626.0,1.03164330842341,3.635,70.54,35.95444145,4125.43683537418,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2014,1450661.0,15.1930746849383,1.693,74.215,62.4,20327.9834552237,Latin America & Caribbean,High income
Tunisia,TUN,2014,11428948.0,2.62053872000638,2.252,75.65,46.16,4398.57392191064,Middle East & North Africa,Lower middle income
Turkiye,TUR,2014,78112073.0,4.3609137687133,2.2,76.565,51.04,12020.5826390508,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2014,10899.0,0.917515347874354,3.275,64.025,24.1,3556.26111776132,East Asia & Pacific,Upper middle income
Tanzania,TZA,2014,50814552.0,0.210766396959418,5.122,63.873,7.0,1012.76690673828,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2014,36336539.0,0.113109290169721,5.463,60.408,5.4,897.509742423677,Sub-Saharan Africa,Low income
Ukraine,UKR,2014,45272155.0,5.25113053989895,1.498,71.1865853658537,46.23597546,3104.64331054688,Europe & Central Asia,Lower middle income
Uruguay,URY,2014,3391662.0,1.91646455336646,1.998,77.366,61.46,16875.506193165,Latin America & Caribbean,High income
United States,USA,2014,318386329.0,16.0409210313094,1.8625,78.8414634146341,73.0,55123.8497869046,North America,High income
Uzbekistan,UZB,2014,30757700.0,3.4095528191829,2.457,70.234,35.5,2628.46000757936,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2014,106912.0,2.52544158493748,2.12,74.473,47.4,7210.61662343277,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2014,30193258.0,5.93642479699157,2.365,72.853,57.0,15975.7293753361,Latin America & Caribbean,
British Virgin Islands,VGB,2014,28971.0,,1.237,75.612,,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2014,107882.0,,2.09,78.8682926829268,50.07,33045.3643795999,Latin America & Caribbean,High income
Vietnam,VNM,2014,91235504.0,1.98245186563761,1.95,73.855,41.0,2558.7789242001,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2014,269927.0,0.592752842152586,4.06,69.465,18.8,2861.20218157438,East Asia & Pacific,Lower middle income
Samoa,WSM,2014,201757.0,1.0408560468459,4.443,72.463,21.2,3948.80112799601,East Asia & Pacific,Lower middle income
Kosovo,XKX,2014,1812771.0,,1.871,78.88,,3902.67601270818,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2014,27753304.0,0.988350803391762,4.427,67.384,22.55,1557.60140563182,Middle East & North Africa,Low income
South Africa,ZAF,2014,54729551.0,8.18442659388492,2.424,63.38,49.0,6965.1378973693,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2014,15737793.0,0.298008752384814,4.899,60.699,6.5,1724.57621968232,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,2014,13855753.0,0.87184001646869,3.962,58.846,16.36473996,1407.03429326432,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2015,104257.0,,1.972,75.683,88.66122693,28421.3864931862,Latin America & Caribbean,High income
Afghanistan,AFG,2015,33753499.0,0.176278015184889,5.405,62.659,8.26,592.476537451681,South Asia,Low income
Angola,AGO,2015,28127721.0,1.1252244580544,5.774,60.655,22.0,3100.83068530533,Sub-Saharan Africa,Lower middle income
Albania,ALB,2015,2880703.0,1.60377514987108,1.613,78.644,56.9,3952.80253807527,Europe & Central Asia,Upper middle income
Andorra,AND,2015,71746.0,6.55088783775969,,,87.9,38885.3760140905,Europe & Central Asia,High income
United Arab Emirates,ARE,2015,8916899.0,21.8955048714989,1.486,79.223,90.5,41525.1389031283,Middle East & North Africa,High income
Argentina,ARG,2015,43131966.0,4.30191387639872,2.301,76.76,68.04306411,13789.060424772,Latin America & Caribbean,Upper middle income
Armenia,ARM,2015,2878595.0,1.85507171122992,1.602,74.436,59.10083377,3666.1418758065,Europe & Central Asia,Upper middle income
American Samoa,ASM,2015,51368.0,,,,,13101.5418159165,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,2015,89941.0,5.44801602758189,1.567,77.913,70.0,14861.8827074704,Latin America & Caribbean,High income
Australia,AUS,2015,23815995.0,15.863288004258,1.814,82.4,84.56051491,56710.4457244504,East Asia & Pacific,High income
Austria,AUT,2015,8642699.0,7.31715887345687,1.49,81.190243902439,83.94014193,44195.8175947748,Europe & Central Asia,High income
Azerbaijan,AZE,2015,9649341.0,3.29245286882946,1.94,71.451,77.0,5500.31038244408,Europe & Central Asia,Upper middle income
Burundi,BDI,2015,10727148.0,0.0372885697074809,5.695,60.217,2.0,289.359633280865,Sub-Saharan Africa,Low income
Belgium,BEL,2015,11274196.0,8.43785199879601,1.7,80.9926829268293,85.05294175,41008.296719472,Europe & Central Asia,High income
Benin,BEN,2015,10932783.0,0.503988804029298,5.319,59.377,11.25498791,1041.65252315983,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2015,18718019.0,0.197670493212114,5.478,58.845,8.0,632.12668368394,Sub-Saharan Africa,Low income
Bangladesh,BGD,2015,157830000.0,0.457390879055986,2.114,70.491,12.9,1236.00506049059,South Asia,Lower middle income
Bulgaria,BGR,2015,7177991.0,6.20786531681232,1.53,74.6146341463415,56.65625161,7074.68102325059,Europe & Central Asia,Upper middle income
Bahrain,BHR,2015,1362142.0,22.4499354132727,2.131,79.405,93.4783008,22795.4488576612,Middle East & North Africa,High income
"Bahamas, The",BHS,2015,392697.0,5.62774871757862,1.576,73.104,78.0,30206.2404347372,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2015,3524324.0,5.56702529030628,1.289,76.182,52.6,4599.90102879933,Europe & Central Asia,Upper middle income
Belarus,BLR,2015,9461076.0,5.79426692004421,1.724,73.6243902439025,62.23036091,5967.05220384914,Europe & Central Asia,Upper middle income
Belize,BLZ,2015,359871.0,1.8895660032416,2.438,73.187,41.59,6142.47883269283,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2015,65237.0,,1.4,81.0121951219512,98.32360965,102005.62564189,North America,High income
Bolivia,BOL,2015,11090085.0,1.87194239078256,2.886,67.318,37.49,2975.64881137847,Latin America & Caribbean,Lower middle income
Brazil,BRA,2015,205188205.0,2.36534062149377,1.777,74.332,58.32795173,8783.22598387817,Latin America & Caribbean,Upper middle income
Barbados,BRB,2015,278083.0,4.56698173180853,1.614,76.65,76.11,16990.2194668498,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2015,421437.0,15.1861371815181,1.947,74.75,71.2,30681.6794391894,East Asia & Pacific,High income
Bhutan,BTN,2015,743274.0,1.03595710454895,1.957,70.343,39.8,2695.63877250025,South Asia,Lower middle income
Botswana,BWA,2015,2305171.0,3.0149606295,2.942,63.818,37.31205037,5869.73294292043,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2015,4819333.0,0.0394245422791523,6.035,52.793,2.9,351.879753579186,Sub-Saharan Africa,Low income
Canada,CAN,2015,35702908.0,15.6485856056048,1.6,81.9,90.0,43596.1355365546,North America,High income
Switzerland,CHE,2015,8282396.0,4.7196487770674,1.54,82.8975609756098,87.4790556,83806.4476003837,Europe & Central Asia,High income
Channel Islands,CHI,2015,162190.0,,1.521,81.433,,,Europe & Central Asia,High income
Chile,CHL,2015,17870124.0,4.601535129635,1.737,79.746,76.62959195,13569.9478008231,Latin America & Caribbean,High income
China,CHN,2015,1379860000.0,7.14644935672822,1.67,76.977,50.3,8016.43143498352,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2015,23596741.0,0.415735394121447,4.813,57.762,16.7,1941.56633627815,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2015,23012646.0,0.367623959372033,4.832,59.658,18.3,1399.67533119236,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2015,78656904.0,0.0410644184402871,6.437,58.49,3.799999507,482.0645483336,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2015,5064386.0,1.11760830383231,4.564,63.233,7.615974662,2347.81849884859,Sub-Saharan Africa,Lower middle income
Colombia,COL,2015,47119728.0,1.70268392374705,1.863,76.257,55.90497251,6228.4262990412,Latin America & Caribbean,Upper middle income
Comoros,COM,2015,730216.0,0.260196979545524,4.418,62.896,7.459161386,1322.93669549676,Sub-Saharan Africa,Lower middle income
