T_degC,Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
8.671,33.9278,2.633,200,4198.0,7.0,16.2,15.5,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
5.94,34.07,1.22,400,4078.0,21.0,18.2,16.3,Continuous blowing snow,Stratus,10/10,10km to 20km
6.88,34.07,1.72,300,3638.0,33.0,19.0,17.1,,,,
13.23,32.652,6.2,19,2925.0,14.0,16.0,14.5,Clear,,,20km to 50km
7.55,34.13,1.6,300,560.0,10.0,13.6,9.8,,,,
16.64,33.67,5.97,0,618.0,7.0,19.9,17.0,Clear,,Zero,20km to 50km
14.25,33.5,5.92,0,33.0,6.0,13.1,12.1,,,,
10.94,33.24,4.84,100,3792.0,9.0,20.4,20.3,Fog,Stratus,10/10,1km to 2km
16.44,33.253,5.8,0,1592.0,3.0,16.4,15.0,,,,
9.03,34.067,1.89,125,1454.0,4.0,16.5,15.8,Fog,Stratus,10/10,500m to 1km
9.96,33.865,2.84,60,751.0,10.0,14.9,13.9,Drizzle,Stratocumulus,10/10,10km to 20km
15.501,33.4417,6.373,10,16.0,13.0,19.5,18.0,,,,
9.63,33.927,2.8,119,802.0,5.0,18.0,17.0,Clear,,Zero,10km to 20km
9.45,34.046,1.8,50,578.0,16.0,12.8,12.5,Partly Cloudy,Stratocumulus,2/10 to 3/10,4km to 10km
14.89,33.519,5.86,20,4203.0,7.0,15.2,12.0,,,,
11.59,33.367,4.32,79,94.0,13.0,13.2,13.0,,,,
13.13,33.383,5.97,10,68.0,4.0,17.0,11.7,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
14.43,33.12,5.95,50,3852.0,17.0,17.0,15.0,Partly Cloudy,Cirrocumulus,1/10 or less but not zero,50km or more
8.907,34.1671,1.574,250,1352.0,10.0,16.7,15.0,,,,
13.79,33.484,5.68,102,4183.0,25.0,16.5,14.8,,,,
10.43,33.676,3.54,75,614.0,14.0,22.1,19.3,,,,
11.462,33.0619,5.427,125,4125.0,14.0,17.5,16.0,,,,
16.11,33.411,5.84,2,78.0,13.0,19.1,15.6,Clear,,Zero,4km to 10km
13.131,33.702,6.985,5,37.0,21.0,12.3,10.0,,,,
14.33,33.47,5.39,0,145.0,18.0,14.0,13.5,,,,
10.85,33.477,4.66,100,3927.0,,,,,,,
7.448,34.0596,1.743,271,4006.0,21.0,18.4,15.8,Continuous blowing snow,Stratus,10/10,10km to 20km
11.61,33.442,4.39,31,77.0,20.0,16.9,16.2,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
15.96,33.181,5.76,30,1990.0,9.0,16.9,16.5,,,,
13.28,33.455,5.65,50,854.0,9.0,18.5,17.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,
15.53,33.465,5.76,2,1818.0,5.0,14.8,11.2,,,,
10.158,33.465,4.017,124,3898.0,25.0,15.6,14.7,Partly Cloudy,Stratocumulus,6/10,10km to 20km
8.741,33.8696,3.219,200,4203.0,31.0,17.0,11.0,Continuous blowing snow,Stratus,10/10,4km to 10km
16.063,33.3377,5.697,15,24.0,4.0,17.7,13.7,,,,
17.92,33.429,5.561,40,4012.0,6.0,18.8,17.1,,,,
7.35,34.068,2.03,300,3927.0,17.0,14.3,11.3,Partly Cloudy,Altocumulus,2/10 to 3/10,10km to 20km
18.05,33.419,6.05,10,24.0,6.0,20.3,17.9,Partly Cloudy,Cirrostratus,4/10,20km to 50km
16.856,33.524,5.614,0,1682.0,5.0,14.8,13.5,,,,
6.476,34.3133,0.333,500,628.0,3.0,17.2,16.0,,,,
8.03,33.984,2.52,170,2196.0,23.0,15.0,14.0,,,,
13.95,33.233,5.92,50,915.0,15.0,14.0,13.8,,,,
8.323,34.0653,1.794,200,2432.0,19.0,13.6,11.1,Partly Cloudy,Stratocumulus,5/10,20km to 50km
13.327,33.6048,4.637,51,64.0,29.0,12.8,10.0,Partly Cloudy,Cumulus,4/10,4km to 10km
6.89,34.1467,0.897,380,4030.0,10.0,18.8,16.8,,,,
15.99,32.815,6.02,2,4250.0,6.0,18.4,16.4,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,20km to 50km
10.46,33.763,3.67,84,832.0,9.0,18.8,17.1,Continuous blowing snow,Stratus,10/10,2km to 4km
17.88,33.6781,6.41,10,19.0,4.0,18.5,16.9,,,,
9.16,33.93,2.79,120,1692.0,7.0,19.1,17.1,,,,
11.57,33.651,3.89,30,75.0,21.0,14.3,13.2,,,,
9.21,34.078,2.08,150,1695.0,2.0,17.8,16.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.01,33.298,4.69,50,972.0,8.0,17.9,15.3,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
8.261,34.1376,1.552,271,1304.0,20.0,13.8,11.8,,,,
11.82,33.704,4.06,22,69.0,6.0,13.6,13.1,Continuous blowing snow,Stratus,10/10,4km to 10km
17.98,33.446,5.51,10,3799.0,20.0,16.2,14.4,,,,
14.59,33.51,5.08,30,78.0,8.0,21.1,20.0,Clear,,Zero,10km to 20km
9.26,33.865,3.07,200,4221.0,20.0,15.0,12.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
13.77,33.336,5.51,93,2205.0,18.0,15.9,14.0,Partly Cloudy,Stratus,4/10,10km to 20km
13.67,33.319,5.45,30,78.0,26.0,14.2,12.1,,,,
18.841,33.2219,,12,3829.0,18.0,18.5,16.7,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
12.248,33.4597,3.953,30,73.0,13.0,15.2,14.2,,,,
12.84,33.631,5.33,16,109.0,4.0,15.8,13.0,Partly Cloudy,Cumulus,5/10,4km to 10km
14.01,33.251,6.65,20,33.0,9.0,18.2,16.1,Continuous blowing snow,Stratus,10/10,4km to 10km
18.833,33.1824,5.402,25,4555.0,15.0,16.9,14.3,,,,
11.27,33.697,3.49,100,356.0,2.0,20.1,18.2,,,,
5.38,34.144,0.65,500,4184.0,7.0,17.1,15.9,,,,
13.3,33.376,6.04,41,3642.0,8.0,15.4,14.3,Clear,,Zero,20km to 50km
6.43,34.256,0.6,452,1343.0,16.0,16.0,16.0,Fog,Cumulus,9/10 or more but not 10/10,1km to 2km
13.84,33.274,6.12,1,70.0,7.0,14.3,10.3,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.62,33.336,5.47,110,4087.0,15.0,16.5,15.3,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
8.25,33.947,3.23,226,4816.0,20.0,13.7,11.5,,,,
12.76,33.368,5.53,40,166.0,7.0,18.6,16.8,,,,
11.22,33.464,4.08,65,79.0,26.0,15.0,12.5,Clear,,Zero,20km to 50km
7.86,34.178,1.14,250,3711.0,23.0,16.0,15.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.439,33.5019,7.245,2,59.0,4.0,22.9,18.0,Clear,,Zero,20km to 50km
20.062,33.2594,5.277,50,4104.0,14.0,19.3,18.4,,,,
12.86,33.357,5.77,30,83.0,5.0,14.0,13.0,,,,
12.94,33.386,5.65,60,3884.0,14.0,16.3,15.0,Clear,,Zero,Less than 50m
11.45,33.392,4.34,75,232.0,2.0,16.0,15.5,Clear,,Zero,20km to 50km
10.96,33.217,5.5,87,3777.0,4.0,13.2,12.5,,,,
17.72,33.43,5.56,30,3624.0,14.0,18.1,15.4,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
7.13,34.317,0.43,500,640.0,3.0,20.0,18.5,,,,
8.609,34.2074,1.234,271,606.0,10.0,16.0,14.0,Clear,,Zero,20km to 50km
10.03,33.865,2.86,86,113.0,17.0,14.9,12.8,,,,
8.62,34.168,1.52,199,1692.0,20.0,17.2,15.0,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
7.06,34.305,0.41,511,620.0,2.0,18.5,18.2,,,,
18.1,33.641,5.63,10,1478.0,14.0,20.2,18.8,Clear,,Zero,20km to 50km
9.53,34.061,2.44,170,1405.0,14.0,17.6,15.2,Clear,,Zero,20km to 50km
12.35,33.436,4.45,50,585.0,24.0,17.0,15.0,Partly Cloudy,Cirrus,4/10,20km to 50km
18.91,33.272,5.52,1,4235.0,24.0,19.0,17.9,Partly Cloudy,Cumulus,4/10,20km to 50km
18.79,32.829,5.41,10,4118.0,14.0,20.1,18.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
9.22,33.847,3.0,125,723.0,29.0,14.9,13.7,,,,
7.39,34.199,1.02,300,1144.0,11.0,14.0,12.1,,,,
14.23,33.201,5.96,22,1407.0,18.0,14.8,11.5,Continuous blowing snow,Cirrostratus,10/10,4km to 10km
10.45,33.741,3.38,80,101.0,15.0,19.0,16.3,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
13.02,33.414,5.43,75,3642.0,23.0,13.9,13.2,Partly Cloudy,Cumulus,6/10,10km to 20km
10.02,33.582,3.72,84,637.0,10.0,17.9,15.0,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
6.77,34.223,0.75,400,1388.0,21.0,16.2,14.1,Partly Cloudy,Cumulus,7/10 to 8/10,4km to 10km
9.68,33.672,3.25,120,721.0,13.0,14.8,13.3,Partly Cloudy,Stratocumulus,5/10,10km to 20km
16.66,33.79,5.82,0,1701.0,12.0,16.2,14.9,,,,
14.61,33.008,5.95,30,3985.0,20.0,14.0,13.0,Clear,,Zero,10km to 20km
10.75,33.374,4.53,125,3833.0,15.0,15.0,13.5,,,,
11.853,33.2702,5.246,20,236.0,21.0,12.4,11.4,,,,
15.29,33.21,5.92,76,4070.0,25.0,15.2,13.9,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
14.321,33.2874,5.972,20,3940.0,24.0,13.8,11.6,,,,
10.22,33.889,2.76,70,141.0,4.0,13.5,12.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
6.78,34.292,0.45,500,619.0,12.0,14.4,12.5,,,,
15.32,33.281,6.99,2,34.0,13.0,15.6,13.5,Partly Cloudy,Cirrostratus,4/10,10km to 20km
13.12,32.935,5.91,75,4124.0,20.0,17.4,16.6,,,,
14.7,33.13,5.84,0,4173.0,10.0,14.9,11.8,Partly Cloudy,Cumulus,4/10,20km to 50km
12.93,33.506,4.85,49,312.0,6.0,16.3,14.3,,,,
6.41,34.337,0.29,500,1471.0,11.0,16.2,13.5,Partly Cloudy,Cumulus,2/10 to 3/10,10km to 20km
11.56,33.128,5.15,95,4243.0,26.0,15.4,12.9,Partly Cloudy,Stratocumulus,4/10,10km to 20km
8.25,33.946,2.77,170,4072.0,4.0,14.3,13.0,Partly Cloudy,Stratocumulus,4/10,10km to 20km
7.44,34.219,1.09,422,909.0,11.0,16.2,15.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
7.02,34.173,1.01,300,721.0,23.0,17.5,16.8,,,,
18.19,33.378,5.79,20,105.0,2.0,19.1,15.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
12.817,33.2994,5.137,60,891.0,18.0,18.1,16.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
12.22,33.63,3.6,71,2776.0,9.0,17.2,15.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
16.311,33.3783,6.299,2,25.0,4.0,20.8,18.4,,,,
18.06,33.559,5.64,30,3935.0,15.0,17.3,16.0,,,,
11.57,33.432,4.23,40,395.0,12.0,23.2,20.2,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
9.663,33.9758,2.299,168,376.0,10.0,18.0,16.7,,,,
15.55,33.482,5.85,20,737.0,16.0,15.7,14.8,,,,
8.06,34.032,2.45,228,1312.0,17.0,14.0,13.0,,,,
21.637,33.47,,10,1177.0,8.0,22.0,20.0,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
11.06,33.435,5.47,20,69.0,8.0,11.5,11.5,Continuous blowing snow,Stratus,10/10,4km to 10km
9.97,33.704,3.28,119,3940.0,7.0,16.9,14.1,,,,
6.088,34.1627,0.635,440,4048.0,3.0,19.8,18.8,Continuous blowing snow,Stratus,10/10,20km to 50km
14.23,33.052,6.13,30,70.0,9.0,20.5,19.9,,,,
10.66,33.716,2.86,40,62.0,6.0,16.1,14.2,Fog,Cirrus,9/10 or more but not 10/10,10km to 20km
14.42,33.406,5.35,20,26.0,6.0,18.2,16.0,Clear,,Zero,20km to 50km
13.36,33.112,6.16,0,4017.0,15.0,12.5,11.9,,,,
10.19,33.707,3.34,65,77.0,4.0,19.9,18.3,Continuous blowing snow,Stratus,10/10,2km to 4km
9.25,33.84,3.38,144,3894.0,15.0,15.8,13.7,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
11.12,33.271,5.39,105,4198.0,16.0,17.0,14.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
5.47,34.145,0.77,500,4139.0,18.0,18.1,16.0,,,,
7.18,34.032,2.28,300,3670.0,11.0,19.0,18.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
12.14,33.416,4.76,83,4108.0,28.0,13.0,10.7,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
12.3,33.556,4.18,75,565.0,4.0,19.9,15.2,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
11.13,33.677,3.39,70,134.0,1.0,14.6,11.2,Partly Cloudy,,Zero,20km to 50km
12.11,33.64,5.47,0,101.0,11.0,14.8,11.5,,,,
7.93,34.066,2.36,250,1790.0,17.0,15.8,14.6,,,,
21.42,33.673,5.62,6,118.0,9.0,21.0,19.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
9.19,33.753,3.04,150,4396.0,17.0,17.1,14.9,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
14.7,33.415,5.74,31,1270.0,7.0,15.2,12.7,,,,
14.01,33.34,6.09,75,,,,,,,,
7.9,34.035,2.25,250,3794.0,8.0,19.2,18.0,,,,
8.0,33.986,2.45,200,4130.0,15.0,17.0,13.3,,,,
14.67,33.182,5.88,80,3812.0,10.0,17.6,16.9,Continuous blowing snow,Stratus,10/10,10km to 20km
8.326,33.9717,2.671,250,4048.0,14.0,17.5,16.1,,,,
10.36,33.571,3.68,71,955.0,17.0,15.8,15.3,,,,
13.16,33.385,6.06,30,4022.0,17.0,15.1,12.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
7.33,34.207,1.06,319,1592.0,16.0,14.2,12.7,Partly Cloudy,Cirrus,4/10,20km to 50km
12.58,33.182,5.4,100,4157.0,8.0,16.4,14.6,,,,
6.721,34.2476,0.007,514,575.0,3.0,16.0,14.8,Fog,,Zero,2km to 4km
8.27,34.201,0.71,300,580.0,3.0,14.9,13.8,Partly Cloudy,Stratocumulus,6/10,10km to 20km
8.11,34.149,1.86,250,614.0,5.0,13.8,11.4,,,,
17.31,33.4,5.75,28,1232.0,14.0,17.7,16.8,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
11.92,33.644,4.66,41,533.0,9.0,19.6,17.2,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
10.031,33.7989,2.606,120,657.0,6.0,20.0,19.0,Partly Cloudy,Stratus,4/10,4km to 10km
8.7,33.965,2.93,230,4060.0,6.0,17.4,14.9,Partly Cloudy,Stratocumulus,5/10,20km to 50km
13.027,33.4966,5.321,100,3815.0,20.0,14.4,12.8,Clear,,Zero,10km to 20km
8.65,34.077,2.32,150,1614.0,10.0,17.4,16.7,Partly Cloudy,Stratus,6/10,10km to 20km
12.07,33.466,4.7,61,422.0,6.0,18.8,15.4,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
12.56,33.439,5.3,50,274.0,10.0,17.9,16.8,,,,
11.15,33.406,4.51,60,1637.0,10.0,14.9,14.0,,,,
6.28,34.324,0.29,512,1327.0,10.0,16.2,14.3,,,,
14.8,33.188,5.98,10,3720.0,15.0,14.7,12.8,,,,
18.441,33.6571,5.764,0,24.0,5.0,18.9,17.1,Continuous blowing snow,Stratocumulus,2/10 to 3/10,20km to 50km
8.5,34.139,1.98,250,1820.0,14.0,20.5,19.7,,,,
14.38,33.897,5.37,138,4270.0,6.0,19.8,18.3,,,,
14.47,33.614,6.4,1,20.0,3.0,14.3,13.5,,,,
5.67,34.192,0.62,500,4139.0,10.0,16.8,14.2,,,,
8.8,34.2426,1.164,250,758.0,3.0,19.0,18.0,,,,
10.52,33.425,4.42,125,4195.0,2.0,16.9,14.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
16.98,33.57,7.2,2,244.0,11.0,17.9,16.9,Partly Cloudy,Cirrostratus,6/10,20km to 50km
9.03,33.552,3.9,125,2171.0,12.0,15.8,15.5,,,,
15.18,33.352,5.91,13,974.0,20.0,15.5,14.2,Partly Cloudy,Cumulus,5/10,20km to 50km
8.77,33.946,2.62,201,4020.0,7.0,19.1,16.0,,,,
7.46,34.037,2.34,250,3993.0,18.0,13.5,11.3,,,,
16.418,33.2475,5.658,30,4029.0,15.0,17.5,15.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
8.117,34.0722,1.843,250,2562.0,11.0,13.9,12.5,Partly Cloudy,Stratus,9/10 or more but not 10/10,2km to 4km
21.56,33.41,6.22,0,21.0,5.0,21.5,20.1,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
14.31,33.273,5.88,75,3931.0,14.0,17.4,16.7,,,,
7.82,33.981,3.16,268,4070.0,25.0,17.5,16.3,Continuous blowing snow,Stratus,10/10,4km to 10km
5.69,34.149,0.78,513,4206.0,20.0,15.2,12.7,Partly Cloudy,Stratocumulus,6/10,10km to 20km
12.6,33.255,6.13,20,234.0,10.0,14.0,12.9,,,,
7.67,34.064,2.13,250,3991.0,10.0,15.1,13.6,,,,
9.56,33.339,4.54,120,4202.0,10.0,13.4,12.0,,,,
6.538,34.0153,1.813,300,562.0,9.0,19.0,17.2,Partly Cloudy,Altostratus,5/10,10km to 20km
12.84,33.427,4.76,30,34.0,25.0,14.0,11.4,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
10.43,33.356,4.63,75,4241.0,10.0,13.7,13.0,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
8.0,34.22,0.8,319,577.0,6.0,17.7,16.5,,,,
7.4,34.299,0.58,379,1606.0,17.0,16.8,14.9,,,,
8.06,33.997,3.79,300,4095.0,12.0,18.8,15.0,Clear,,Zero,20km to 50km
14.36,33.345,5.89,24,1197.0,24.0,15.4,14.5,Partly Cloudy,Cirrostratus,4/10,10km to 20km
11.205,33.6163,3.844,69,81.0,10.0,12.1,11.9,,,,
8.676,34.1318,1.659,200,772.0,4.0,17.1,16.1,,,,
8.5,33.99,2.69,203,616.0,1.0,18.0,16.0,,,,
17.75,33.254,5.58,10,4171.0,4.0,17.5,15.8,,,,
12.02,33.262,5.01,50,1177.0,16.0,16.2,15.1,Fog,Stratus,10/10,2km to 4km
12.26,33.427,5.07,30,60.0,2.0,20.4,18.4,,,,
15.035,33.09,5.922,40,4334.0,15.0,15.0,13.3,,,,
11.203,33.5906,3.791,70,957.0,16.0,15.7,13.1,Partly Cloudy,Stratus,4/10,10km to 20km
10.41,33.78,3.04,86,100.0,9.0,18.8,14.2,Clear,,Zero,20km to 50km
15.464,33.4514,5.725,10,20.0,5.0,15.4,13.8,,,,
10.97,33.006,5.48,100,3815.0,8.0,16.1,13.7,,,,
6.25,34.311,0.39,500,1301.0,22.0,11.7,10.3,Partly Cloudy,Cirrocumulus,5/10,4km to 10km
7.48,34.109,1.88,300,1628.0,5.0,20.1,19.8,,,,
8.55,34.071,2.17,200,3793.0,22.0,16.9,15.1,Partly Cloudy,Stratocumulus,5/10,20km to 50km
9.05,34.243,1.03,250,4173.0,2.0,12.0,11.9,,,,
8.306,34.0168,2.225,200,4249.0,7.0,16.9,14.9,,,,
5.54,34.167,0.7,500,3976.0,15.0,16.1,13.2,Partly Cloudy,Altocumulus,5/10,10km to 20km
15.39,33.475,5.44,2,21.0,6.0,16.4,13.0,Clear,,Zero,10km to 20km
12.58,33.351,5.25,30,400.0,2.0,16.0,14.9,,,,
16.32,33.598,,12,129.0,7.0,16.8,16.0,Continuous blowing snow,Stratus,10/10,4km to 10km
19.08,33.374,5.47,10,4015.0,2.0,19.3,16.4,Partly Cloudy,Stratocumulus,4/10,20km to 50km
9.72,33.646,3.9,150,3928.0,24.0,17.0,14.7,Partly Cloudy,Cirrus,2/10 to 3/10,4km to 10km
5.66,34.292,0.3,553,3772.0,24.0,15.0,14.6,Continuous blowing snow,Nimbostratus,10/10,4km to 10km
11.26,33.68,5.69,50,895.0,23.0,11.1,10.9,,,,
13.76,33.511,5.69,42,581.0,18.0,13.2,12.3,,,,
12.39,33.286,4.88,25,36.0,8.0,18.5,15.9,Partly Cloudy,Cirrostratus,7/10 to 8/10,4km to 10km
10.92,33.122,5.34,110,3978.0,16.0,17.5,14.4,Partly Cloudy,Stratocumulus,6/10,20km to 50km
12.89,33.445,5.49,30,55.0,8.0,18.5,17.6,Fog,Stratus,10/10,4km to 10km
11.691,33.3494,4.77,40,657.0,7.0,15.0,13.0,,,,
10.71,33.669,3.7,93,1626.0,26.0,13.0,11.0,Partly Cloudy,Cumulus,5/10,10km to 20km
9.01,34.091,1.86,150,988.0,40.0,11.1,9.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
12.68,33.205,5.12,75,830.0,20.0,16.0,15.9,,,,
9.31,33.935,2.63,145,1697.0,15.0,18.9,16.9,,,,
15.71,33.186,5.76,30,65.0,4.0,19.0,15.4,Clear,,,50km or more
5.54,34.177,0.58,500,,27.0,13.3,11.3,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
7.66,34.062,2.29,300,3852.0,15.0,17.9,15.9,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
9.9,33.756,3.58,125,355.0,4.0,19.2,17.9,,,,
9.757,33.8612,2.518,125,720.0,7.0,15.0,14.4,,,,
7.595,34.0826,1.581,270,4056.0,12.0,19.8,18.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
15.65,33.272,5.88,54,1319.0,1.0,18.5,17.2,Drizzle,Stratus,6/10,4km to 10km
10.92,33.706,4.05,40,,38.0,14.8,13.9,,,,
6.77,34.261,0.62,400,2191.0,14.0,14.1,13.5,,,,
14.687,33.542,6.205,10,69.0,4.0,15.6,14.3,,,,
11.37,33.533,4.69,124,3794.0,3.0,16.9,14.5,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
7.414,34.1196,1.252,300,3926.0,10.0,19.0,17.0,Partly Cloudy,Cumulus,9/10 or more but not 10/10,4km to 10km
7.33,34.159,1.34,271,713.0,10.0,14.0,10.6,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,20km to 50km
10.802,33.5138,4.525,125,4117.0,16.0,15.4,14.2,,,,
8.47,34.08,2.28,228,1671.0,8.0,16.9,15.1,,,,
15.1,33.829,5.51,115,4180.0,11.0,18.9,17.7,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
19.515,33.6485,5.392,0,1382.0,9.0,17.9,17.0,Drizzle,Stratus,10/10,2km to 4km
6.54,34.258,0.06,514,577.0,3.0,13.8,13.0,Fog,Stratus,10/10,50m to 200m
17.78,33.241,5.63,15,4086.0,6.0,19.0,17.2,Continuous blowing snow,Stratus,10/10,10km to 20km
10.13,33.675,3.53,100,1582.0,11.0,15.1,15.2,,,,
10.65,33.569,4.18,125,4135.0,25.0,17.0,16.3,,,,
6.88,34.037,2.21,318,4015.0,20.0,14.0,12.8,,,,
9.432,33.9715,2.273,140,2190.0,12.0,16.5,14.0,,,,
15.83,33.409,5.74,12,4176.0,18.0,16.0,14.5,Partly Cloudy,Altostratus,4/10,10km to 20km
6.7,34.297,0.44,512,1653.0,14.0,17.1,15.1,,,,
14.33,33.365,5.7,50,235.0,14.0,13.3,12.2,,,,
11.85,33.314,5.27,50,629.0,4.0,16.9,14.8,,,,
18.309,33.624,6.096,2,18.0,6.0,21.0,17.8,Partly Cloudy,Altostratus,4/10,20km to 50km
16.02,33.46,6.22,0,35.0,14.0,16.2,15.1,,,,
7.55,34.253,0.89,378,795.0,10.0,15.0,14.0,,,,
14.16,33.609,5.93,31,1639.0,4.0,17.4,12.1,Partly Cloudy,Cirrus,1/10 or less but not zero,50km or more
15.99,33.33,5.71,16,3789.0,17.0,16.0,15.0,,,,
15.261,33.3242,6.199,0,35.0,4.0,16.2,13.1,,,,
16.18,33.436,5.9,20,2226.0,18.0,16.0,14.5,Continuous blowing snow,Stratocumulus,10/10,2km to 4km
13.94,33.515,5.94,20,969.0,12.0,14.1,13.6,,,,
6.85,34.3,0.41,436,713.0,28.0,13.2,10.5,,,,
6.75,34.239,0.69,400,1177.0,5.0,16.0,14.0,,,,
8.29,34.01,2.82,250,4028.0,15.0,17.8,15.1,,,,
10.304,33.7615,3.196,60,1665.0,7.0,17.2,15.5,,,,
16.897,33.5423,5.626,11,1218.0,10.0,18.9,17.0,Clear,,Zero,20km to 50km
8.178,34.021,2.2,203,3670.0,24.0,13.6,12.1,Clear,,Zero,10km to 20km
10.457,33.3935,4.186,91,4238.0,10.0,19.3,18.2,Partly Cloudy,Nimbostratus,9/10 or more but not 10/10,10km to 20km
18.18,32.862,5.5,50,4227.0,16.0,20.9,18.4,Partly Cloudy,Stratocumulus,6/10,20km to 50km
13.841,33.3221,5.577,6,68.0,6.0,14.8,14.0,,,,
15.04,33.288,6.1,9,1904.0,7.0,15.3,14.5,,,,
6.36,34.152,0.76,400,3990.0,2.0,11.7,10.5,,,,
12.96,33.45,4.75,85,614.0,9.0,15.0,14.7,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
7.48,34.069,1.97,300,4380.0,7.0,19.0,17.5,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
16.66,33.23,5.75,10,3802.0,21.0,17.0,15.3,,,,
9.48,33.756,3.93,195,3968.0,19.0,17.1,16.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,1km to 2km
8.36,34.186,1.65,272,1647.0,9.0,16.9,15.0,,,,
8.69,34.2004,1.127,270,3580.0,8.0,12.1,10.5,,,,
9.71,33.512,4.41,179,3981.0,11.0,17.7,16.4,,,,
13.29,33.264,6.19,10,4010.0,14.0,12.7,12.6,Fog,Stratus,10/10,50m to 200m
17.667,33.4527,5.885,2,80.0,11.0,17.4,15.3,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
11.9,33.516,4.74,99,3924.0,3.0,15.3,15.2,,,,
16.84,33.222,5.71,8,3942.0,2.0,18.1,16.7,Partly Cloudy,Nimbostratus,1/10 or less but not zero,20km to 50km
10.58,33.688,3.65,75,229.0,4.0,12.6,11.9,Clear,,Zero,20km to 50km
11.3,33.758,4.5,60,95.0,17.0,12.5,11.0,,,,
7.5,34.004,2.24,230,3564.0,7.0,14.2,13.9,Continuous blowing snow,,10/10,1km to 2km
11.32,33.33,4.88,125,4165.0,6.0,17.3,15.2,,,,
5.517,34.1569,0.604,516,4578.0,11.0,18.0,15.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
14.91,33.574,5.99,0,104.0,5.0,18.8,16.5,Continuous blowing snow,Stratus,10/10,2km to 4km
19.812,33.398,5.508,0,25.0,4.0,15.6,11.8,Clear,,Zero,10km to 20km
9.19,33.698,3.25,100,1385.0,16.0,14.0,12.0,,,,
7.21,34.269,0.66,400,642.0,8.0,12.0,9.9,,,,
14.61,33.22,5.95,10,61.0,2.0,15.5,12.9,,,,
10.79,33.725,3.36,60,2187.0,12.0,15.7,14.2,,,,
14.001,33.4939,6.019,20,3965.0,6.0,11.7,9.8,,,,
