Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
34.1951,1.27,300,1385.0,22.0,16.2,15.7,,,,
33.308,5.74,30,4353.0,26.0,20.5,18.3,Partly Cloudy,Cirrocumulus,7/10 to 8/10,20km to 50km
33.367,6.04,30,365.0,6.0,15.4,13.7,,,,
34.233,0.77,378,1347.0,7.0,15.0,12.3,,,,
33.755,3.35,100,3812.0,20.0,19.2,18.0,Clear,,Zero,20km to 50km
33.112,5.8,105,4148.0,17.0,13.1,10.3,,,,
33.927,2.56,125,1601.0,3.0,18.7,17.6,Continuous blowing snow,Stratus,10/10,2km to 4km
33.7283,6.733,10,780.0,7.0,17.5,16.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.809,3.01,85,332.0,14.0,13.9,12.9,,,,
33.091,6.19,21,1315.0,15.0,14.3,12.9,Partly Cloudy,Cumulus,4/10,20km to 50km
33.977,2.86,250,4119.0,18.0,19.5,17.1,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.2,5.61,0,4241.0,18.0,16.3,14.9,,,,
34.0925,1.606,200,220.0,4.0,12.1,11.9,,,,
34.298,0.43,500,1176.0,0.0,14.9,14.1,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
34.228,0.34,400,577.0,9.0,12.2,9.9,,,,
33.5902,3.647,46,49.0,2.0,14.7,13.1,Clear,,Zero,20km to 50km
33.9158,2.332,120,940.0,15.0,16.9,16.5,,,,
34.043,1.99,300,3891.0,23.0,17.5,16.6,Clear,,Zero,20km to 50km
33.8899,2.999,171,1003.0,17.0,14.9,13.5,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
33.572,6.0,11,1202.0,3.0,15.9,14.7,,,,
33.014,5.77,40,3816.0,5.0,17.2,16.9,,,,
33.148,5.32,86,3869.0,10.0,19.5,18.1,Clear,,Zero,20km to 50km
33.014,6.22,10,4028.0,11.0,14.9,13.2,Partly Cloudy,Cirrostratus,4/10,20km to 50km
33.125,5.82,100,4075.0,22.0,12.8,9.0,Partly Cloudy,Cumulus,1/10 or less but not zero,4km to 10km
34.395,0.085,714,740.0,7.0,14.9,13.2,Clear,,Zero,4km to 10km
33.36,6.56,5,20.0,9.0,21.1,19.3,,,,
34.1301,1.446,250,1320.0,9.0,14.4,13.6,,,,
33.542,4.62,98,3677.0,15.0,14.8,12.8,,,,
33.971,2.76,200,4154.0,17.0,16.8,15.6,,,,
33.29,5.97,57,3990.0,10.0,20.8,19.0,Partly Cloudy,Stratocumulus,5/10,10km to 20km
33.95,2.65,85,1029.0,5.0,14.1,13.2,,,,
33.196,5.11,114,4447.0,9.0,15.0,13.9,,,,
33.4537,5.382,3,63.0,71.0,17.5,13.6,,,,
34.2383,0.394,516,575.0,13.0,13.9,11.9,,,,
32.873,5.6,100,4376.0,3.0,17.4,15.5,Partly Cloudy,Altocumulus,5/10,20km to 50km
34.119,1.82,228,2237.0,6.0,15.0,14.0,,,,
33.064,5.77,2,4081.0,11.0,15.1,13.2,,,,
33.147,5.89,75,4016.0,12.0,13.8,10.8,,,,
33.263,5.5,50,338.0,16.0,20.1,16.3,Partly Cloudy,Cumulus,4/10,10km to 20km
33.635,3.77,125,1328.0,6.0,18.0,17.5,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,20km to 50km
33.7782,2.701,100,616.0,6.0,19.6,17.9,,,,
33.164,5.21,125,4018.0,4.0,16.3,15.0,,,,
33.323,5.7,20,36.0,6.0,14.1,15.1,,,,
34.267,0.41,500,,13.0,13.1,11.4,Clear,,Zero,10km to 20km
33.541,3.98,170,4142.0,14.0,17.9,16.7,Continuous blowing snow,Stratus,10/10,10km to 20km
33.59,4.18,83,611.0,8.0,21.1,19.1,Partly Cloudy,Cumulus,7/10 to 8/10,10km to 20km
34.1996,0.619,440,3949.0,8.0,19.0,17.5,Partly Cloudy,Stratocumulus,6/10,20km to 50km
33.944,2.86,170,1223.0,15.0,15.0,14.3,Continuous blowing snow,Stratocumulus,4/10,20km to 50km
33.272,6.28,10,22.0,11.0,17.5,15.3,Clear,,Zero,10km to 20km
33.4217,5.513,0,4244.0,17.0,19.0,18.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.263,6.08,55,4407.0,10.0,16.3,13.3,Partly Cloudy,Altocumulus,7/10 to 8/10,20km to 50km
32.942,6.08,40,4346.0,3.0,11.0,10.0,,,,
33.07,5.94,85,4277.0,14.0,18.2,17.8,,,,
33.75,5.83,0,24.0,5.0,21.2,19.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.976,3.17,229,3993.0,9.0,15.0,13.4,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
33.57,5.75,20,3802.0,17.0,17.0,15.4,,,,
33.571,2.94,19,69.0,3.0,18.9,17.1,Partly Cloudy,Altocumulus,2/10 to 3/10,10km to 20km
34.0601,1.643,120,588.0,6.0,15.1,13.2,Clear,,Zero,20km to 50km
33.475,4.15,125,1689.0,21.0,13.6,11.2,,,,
33.501,4.42,100,3806.0,27.0,15.7,14.8,Continuous blowing snow,Cirrostratus,10/10,10km to 20km
32.971,5.84,1,4211.0,9.0,17.6,16.4,Partly Cloudy,,1/10 or less but not zero,10km to 20km
33.284,6.05,72,,7.0,18.0,15.8,,,,
34.072,1.75,300,3723.0,12.0,13.7,12.0,,,,
33.978,2.59,176,762.0,14.0,12.9,11.0,Partly Cloudy,Cumulonimbus,9/10 or more but not 10/10,10km to 20km
33.9742,2.446,200,3912.0,15.0,16.4,13.3,Clear,,Zero,20km to 50km
34.0771,1.721,273,3975.0,23.0,14.8,12.9,Clear,,Zero,20km to 50km
33.431,4.4,50,1314.0,15.0,16.6,15.6,Partly Cloudy,Stratocumulus,6/10,10km to 20km
34.298,0.34,515,3978.0,18.0,15.2,14.1,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.773,3.03,140,3985.0,18.0,17.0,15.5,,,,
34.029,2.58,250,721.0,0.0,14.7,12.8,,,,
33.271,6.38,32,2793.0,12.0,15.7,14.5,,,,
33.143,6.0,2,3631.0,4.0,13.3,12.3,,,,
33.527,5.08,125,4118.0,11.0,18.8,17.3,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.5222,5.797,5,25.0,4.0,16.2,13.0,Partly Cloudy,Altostratus,2/10 to 3/10,10km to 20km
33.094,5.47,10,4496.0,5.0,17.8,17.8,Rain,Altocumulus,9/10 or more but not 10/10,4km to 10km
34.093,1.32,270,4237.0,7.0,14.1,13.6,Clear,,Zero,10km to 20km
33.5433,5.97,2,17.0,4.0,16.8,13.0,,,,
33.343,6.38,10,23.0,4.0,16.9,14.1,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
33.231,6.04,30,34.0,9.0,14.1,13.0,,,,
,,10,116.0,8.0,17.2,15.0,,,,
33.299,6.03,20,318.0,2.0,15.1,14.9,,,,
33.101,5.84,20,4021.0,11.0,16.0,13.2,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.6799,6.053,6,58.0,9.0,20.5,20.0,Clear,,Zero,20km to 50km
33.268,4.9,20,58.0,0.0,18.0,17.0,,,,
33.5488,5.914,20,23.0,3.0,17.2,15.0,,,,
34.225,1.36,272,1592.0,1.0,18.9,15.8,Partly Cloudy,Stratocumulus,5/10,10km to 20km
33.9278,2.882,170,3417.0,16.0,16.6,15.4,,,,
34.233,0.52,500,3906.0,13.0,16.8,16.5,,,,
33.346,5.79,75,4163.0,13.0,18.0,16.1,,,,
33.559,4.05,119,4162.0,6.0,16.6,14.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.929,2.38,150,1360.0,8.0,14.0,11.1,Partly Cloudy,Stratocumulus,4/10,4km to 10km
34.275,0.33,515,884.0,9.0,16.7,15.0,,,,
34.231,0.51,500,4170.0,8.0,19.9,19.0,Fog,Stratus,2/10 to 3/10,20km to 50km
34.1639,1.391,270,1874.0,6.0,16.0,14.8,,,,
34.085,1.56,250,4135.0,16.0,17.7,16.0,Continuous blowing snow,Stratus,10/10,4km to 10km
34.209,0.54,437,3576.0,21.0,17.2,16.2,,,,
33.6258,5.612,62,4021.0,20.0,17.1,15.0,,,,
34.255,0.92,320,1307.0,15.0,13.8,12.0,,,,
34.268,0.53,436,1458.0,4.0,14.3,12.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.529,5.16,173,4548.0,23.0,17.2,16.1,,,,
33.253,6.3,3,4018.0,20.0,12.2,10.1,,,,
33.069,6.11,50,4511.0,15.0,16.6,14.1,Partly Cloudy,Stratocumulus,6/10,4km to 10km
33.802,3.72,40,235.0,14.0,15.2,12.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
33.741,3.61,101,1196.0,15.0,16.8,15.7,,,,
33.517,6.26,5,18.0,5.0,15.5,14.2,,,,
33.637,3.72,68,,,,,,,,
33.2893,5.649,14,17.0,5.0,18.1,14.8,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
33.974,3.23,228,4251.0,17.0,16.2,13.8,Continuous blowing snow,Cumulus,10/10,20km to 50km
33.354,5.81,31,814.0,5.0,17.8,13.7,Clear,,Zero,10km to 20km
33.543,5.7,20,854.0,15.0,18.1,16.5,Partly Cloudy,Stratocumulus,6/10,10km to 20km
33.339,6.05,6,21.0,9.0,14.2,13.0,Partly Cloudy,Cirrostratus,4/10,10km to 20km
34.346,0.25,500,3797.0,17.0,15.0,13.0,,,,
34.1308,1.731,174,848.0,16.0,14.0,12.0,,,,
34.132,1.81,250,945.0,25.0,12.9,11.9,,,,
34.212,0.51,436,578.0,13.0,14.5,10.7,Continuous blowing snow,Altocumulus,10/10,4km to 10km
33.4867,4.82,125,4263.0,19.0,14.1,10.6,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
33.9643,3.175,200,4222.0,15.0,15.9,13.6,,,,
33.78,4.39,0,68.0,15.0,12.1,13.7,Partly Cloudy,Altostratus,4/10,20km to 50km
33.449,5.81,11,57.0,0.0,15.9,14.5,Partly Cloudy,Altocumulus,1/10 or less but not zero,10km to 20km
33.868,2.67,143,853.0,11.0,19.9,18.6,Partly Cloudy,Cumulus,6/10,10km to 20km
34.073,2.24,250,1626.0,3.0,18.1,17.4,,,,
33.398,5.55,28,1662.0,2.0,17.9,17.0,Fog,,10/10,2km to 4km
34.264,0.46,515,961.0,7.0,13.5,11.9,,,,
33.439,7.02,15,27.0,8.0,15.5,14.9,Partly Cloudy,Cirrocumulus,4/10,10km to 20km
33.694,3.57,118,3639.0,13.0,13.9,13.0,Fog,Stratus,10/10,2km to 4km
33.964,2.357,150,566.0,7.0,19.0,18.1,,,,
33.386,,9,79.0,19.0,16.3,13.3,Clear,,Zero,20km to 50km
33.412,4.33,110,4231.0,4.0,13.4,11.1,Clear,,Zero,4km to 10km
34.0249,2.229,268,4235.0,3.0,13.5,12.8,,,,
33.3994,5.155,75,1600.0,4.0,17.9,16.9,,,,
34.319,0.29,500,821.0,1.0,15.8,14.6,,,,
33.515,5.01,31,2190.0,20.0,15.0,14.2,Clear,,Zero,Less than 50m
33.284,5.9,10,4154.0,6.0,14.1,11.6,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.6,5.9,0,1176.0,6.0,16.0,15.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.0271,2.325,270,4114.0,15.0,17.4,16.7,Continuous blowing snow,Stratus,10/10,10km to 20km
33.951,3.0,229,4177.0,21.0,17.2,15.9,,,,
34.189,1.16,272,4121.0,17.0,13.2,11.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.6083,3.283,140,4102.0,6.0,14.5,13.8,Clear,,Zero,10km to 20km
33.156,5.93,30,4111.0,22.0,14.2,12.5,,,,
34.243,0.91,400,1182.0,15.0,22.8,20.9,Partly Cloudy,Altocumulus,6/10,50km or more
34.064,1.43,376,4348.0,20.0,17.0,16.0,,,,
33.536,5.8,42,612.0,6.0,17.4,14.8,,,,
33.139,5.49,75,4019.0,13.0,17.0,16.0,Drizzle,Stratus,10/10,2km to 4km
33.846,2.79,75,108.0,2.0,17.0,15.9,Partly Cloudy,Cirrostratus,7/10 to 8/10,4km to 10km
33.369,6.26,10,747.0,3.0,15.0,13.6,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
33.551,5.71,10,728.0,25.0,13.0,11.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
34.2188,0.812,321,1605.0,19.0,14.9,13.7,,,,
33.261,5.75,50,302.0,3.0,19.0,17.2,Partly Cloudy,Cirrostratus,5/10,10km to 20km
33.5359,3.844,50,66.0,18.0,17.1,14.8,,,,
33.55,5.59,0,4089.0,4.0,16.1,14.4,,,,
33.294,5.22,20,72.0,4.0,16.2,15.2,,,,
33.202,5.7,50,622.0,0.0,19.0,18.5,,,,
33.65,6.11,11,19.0,4.0,15.5,14.4,,,,
34.167,1.44,229,1585.0,9.0,16.8,14.9,,,,
34.302,0.98,318,1320.0,29.0,16.8,14.0,,,,
34.093,1.76,300,3822.0,4.0,17.1,13.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
32.96,5.91,75,3935.0,20.0,14.2,11.2,,,,
34.197,0.49,518,4124.0,16.0,14.0,13.2,,,,
34.2863,0.411,441,3950.0,12.0,17.0,15.9,,,,
34.216,0.83,300,581.0,6.0,18.2,16.7,Continuous blowing snow,Stratus,10/10,1km to 2km
34.036,2.45,230,3999.0,6.0,15.7,14.2,,,,
33.529,4.66,30,74.0,2.0,13.5,12.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
33.628,5.57,10,1178.0,13.0,18.7,17.5,,,,
33.4702,5.889,4,14.0,6.0,16.7,14.1,,,,
33.793,3.42,71,958.0,15.0,14.6,13.2,,,,
33.033,7.112,0,297.0,8.0,13.9,13.8,Drizzle,Stratocumulus,10/10,1km to 2km
34.038,2.08,150,1690.0,21.0,13.6,13.0,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
33.092,5.99,20,4155.0,16.0,13.4,12.1,,,,
33.375,5.75,29,1177.0,6.0,14.9,14.9,Rain,Altocumulus,10/10,50m to 200m
34.1026,1.272,319,3795.0,9.0,13.7,9.0,Clear,,Zero,10km to 20km
33.8451,3.352,120,3647.0,19.0,16.9,15.1,Partly Cloudy,Stratocumulus,4/10,20km to 50km
34.051,2.13,200,913.0,27.0,12.5,11.2,,,,
34.2171,0.572,500,770.0,5.0,20.8,17.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.9139,2.241,140,2582.0,3.0,10.9,8.9,Continuous blowing snow,Stratus,10/10,1km to 2km
33.211,5.93,75,3804.0,15.0,16.7,14.0,,,,
33.022,6.02,20,4239.0,24.0,14.0,12.0,Partly Cloudy,Cumulus,5/10,20km to 50km
33.593,5.76,20,1415.0,9.0,18.2,16.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.01,5.74,60,1200.0,0.0,14.0,12.0,,,,
34.212,0.4,400,575.0,4.0,16.5,15.3,,,,
33.372,6.2,20,56.0,8.0,15.1,13.9,,,,
33.553,5.76,1,38.0,7.0,20.1,18.6,,,,
34.201,1.25,300,750.0,20.0,15.0,12.3,,,,
33.633,3.45,125,896.0,8.0,17.4,16.0,,,,
33.225,6.2,20,749.0,19.0,14.0,13.1,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
34.127,0.98,400,4224.0,7.0,15.2,14.8,,,,
33.196,5.92,75,,,,,,,,
33.465,4.82,53,65.0,10.0,22.9,19.2,Clear,,Zero,20km to 50km
34.158,1.55,269,1332.0,4.0,16.3,13.8,Partly Cloudy,Cirrus,6/10,10km to 20km
34.108,1.79,228,913.0,13.0,14.6,12.1,,,,
33.46,5.38,22,64.0,10.0,14.8,13.9,Drizzle,Stratocumulus,10/10,4km to 10km
33.239,5.49,0,4026.0,6.0,18.7,17.5,,,,
33.4672,4.022,125,4194.0,18.0,16.5,13.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.0493,1.911,271,3617.0,12.0,18.0,16.0,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
33.356,5.4,50,56.0,5.0,18.5,16.4,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,4km to 10km
34.031,2.34,200,4015.0,25.0,16.5,15.9,Partly Cloudy,Stratocumulus,4/10,10km to 20km
33.4861,4.127,70,1684.0,17.0,12.1,9.0,,,,
33.139,5.63,10,20.0,9.0,19.7,13.8,Clear,,,50km or more
33.7104,3.644,2,21.0,9.0,12.0,6.6,Clear,,Zero,20km to 50km
33.8198,4.144,10,36.0,6.0,10.6,9.8,,,,
32.839,5.75,95,3994.0,12.0,16.6,15.2,,,,
33.249,5.95,10,3982.0,20.0,13.3,9.9,Partly Cloudy,Cirrostratus,6/10,10km to 20km
34.071,2.15,200,1473.0,3.0,16.1,14.9,,,,
34.029,2.07,149,3259.0,22.0,12.5,11.4,Continuous blowing snow,Stratus,10/10,4km to 10km
33.204,5.91,10,751.0,22.0,14.7,13.0,,,,
33.819,3.36,200,3814.0,16.0,17.5,16.6,,,,
34.095,1.2,452,3849.0,13.0,16.2,14.8,,,,
34.433,0.3,1026,3286.0,8.0,16.2,15.0,,,,
33.301,5.8,44,4237.0,22.0,16.0,15.2,,,,
34.215,1.02,300,3817.0,11.0,16.8,15.9,,,,
33.112,5.76,10,3982.0,15.0,16.2,16.0,Partly Cloudy,Cumulus,2/10 to 3/10,10km to 20km
34.178,0.68,437,4028.0,11.0,17.2,14.0,,,,
33.56,6.34,0,224.0,16.0,15.3,14.9,,,,
33.343,4.64,160,4396.0,22.0,15.0,12.9,Partly Cloudy,Cirrus,5/10,10km to 20km
33.5382,5.467,15,14.0,5.0,15.0,11.5,Clear,,Zero,20km to 50km
34.32,0.36,500,1640.0,6.0,17.9,16.5,,,,
34.136,1.21,319,4089.0,21.0,14.5,11.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.585,4.95,0,72.0,4.0,12.2,11.0,,,,
34.222,1.2,300,550.0,13.0,14.4,13.8,,,,
33.46,5.62,4,1201.0,14.0,17.9,17.0,,,,
33.88,3.03,150,1441.0,21.0,13.2,10.8,Clear,,Zero,20km to 50km
33.1237,5.947,10,4201.0,19.0,13.7,12.0,,,,
33.4221,5.974,75,4426.0,7.0,16.3,14.7,Continuous blowing snow,Stratus,10/10,20km to 50km
34.0781,1.942,250,658.0,1.0,20.1,18.2,,,,
33.574,4.24,61,1313.0,15.0,14.4,13.0,,,,
33.44,5.82,10,21.0,2.0,18.3,16.5,Partly Cloudy,Altocumulus,6/10,10km to 20km
34.1514,1.492,228,1388.0,20.0,16.2,13.5,Partly Cloudy,Cumulus,4/10,10km to 20km
34.211,0.543,440,4040.0,4.0,18.5,17.2,,,,
33.8509,3.119,229,4057.0,19.0,15.3,13.8,,,,
34.1811,0.552,515,3644.0,18.0,16.4,13.8,,,,
33.5867,3.565,70,76.0,15.0,14.0,13.2,,,,
33.8033,2.771,140,627.0,7.0,20.9,18.9,Clear,,Zero,10km to 20km
33.265,5.64,125,4118.0,23.0,18.3,17.6,,,,
34.087,1.74,300,565.0,26.0,14.5,13.9,Partly Cloudy,Altocumulus,2/10 to 3/10,20km to 50km
33.376,5.68,30,3812.0,3.0,17.3,14.9,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
33.461,4.23,30,65.0,14.0,20.9,19.1,,,,
34.101,2.08,169,1177.0,6.0,17.7,15.5,,,,
33.4989,6.111,0,57.0,2.0,12.6,11.9,,,,
34.059,1.91,125,988.0,26.0,15.5,14.0,Clear,,Zero,Less than 50m
34.106,2.21,250,686.0,3.0,16.9,16.1,Fog,Stratus,7/10 to 8/10,1km to 2km
33.2189,5.163,60,81.0,12.0,17.0,14.4,,,,
33.957,5.43,20,64.0,20.0,17.0,17.0,Rain,Stratus,10/10,2km to 4km
33.302,6.08,0,66.0,1.0,21.1,17.0,,,,
33.4299,4.687,30,585.0,11.0,16.4,14.7,Partly Cloudy,Cirrocumulus,5/10,10km to 20km
34.131,1.76,250,1327.0,12.0,15.1,14.1,,,,
34.219,0.43,500,3574.0,19.0,13.1,11.9,Partly Cloudy,Altocumulus,5/10,10km to 20km
33.4886,5.657,76,4100.0,5.0,14.8,11.1,,,,
33.8573,2.693,119,618.0,5.0,14.7,12.3,,,,
33.149,5.98,2,3686.0,2.0,15.9,14.8,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
33.5602,5.958,10,36.0,11.0,15.2,12.9,Partly Cloudy,Altostratus,6/10,10km to 20km
33.442,4.73,20,36.0,7.0,14.9,11.5,,,,
33.509,5.63,15,135.0,7.0,15.4,13.3,,,,
33.941,2.18,125,585.0,5.0,14.1,13.2,Clear,,Zero,10km to 20km
33.416,5.5,30,4116.0,10.0,20.1,19.8,,,,
33.164,5.56,60,3795.0,27.0,13.1,10.7,,,,
33.706,3.14,69,81.0,17.0,14.0,13.1,Partly Cloudy,Altostratus,7/10 to 8/10,10km to 20km
34.248,0.73,400,566.0,1.0,16.6,15.0,Partly Cloudy,Altostratus,2/10 to 3/10,10km to 20km
33.279,4.28,100,568.0,5.0,18.0,15.1,Partly Cloudy,Cirrostratus,4/10,20km to 50km
34.0074,2.363,300,4178.0,5.0,16.0,15.0,Continuous blowing snow,Nimbostratus,10/10,2km to 4km
33.6159,5.485,20,617.0,22.0,14.9,12.5,,,,
33.625,5.8,30,4117.0,13.0,12.4,10.1,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
33.573,5.41,20,739.0,7.0,15.9,14.9,,,,
33.688,3.84,144,4023.0,9.0,18.6,17.1,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
33.268,6.04,21,1690.0,11.0,15.8,13.9,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
34.188,0.97,388,1443.0,9.0,16.6,15.6,Partly Cloudy,Stratus,1/10 or less but not zero,4km to 10km
34.49,,1027,3808.0,18.0,14.2,11.0,,,,
33.106,5.33,112,4079.0,12.0,17.1,15.5,,,,
33.772,3.367,125,4027.0,19.0,15.4,13.0,,,,
33.3128,5.436,60,66.0,5.0,20.1,17.3,Clear,,Zero,20km to 50km
32.975,5.54,67,3929.0,5.0,17.9,16.0,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
33.8595,2.448,125,1645.0,7.0,15.3,14.3,,,,
34.239,0.71,438,1400.0,21.0,14.3,11.2,Partly Cloudy,Cumulus,6/10,10km to 20km
33.584,5.92,10,894.0,20.0,17.9,15.7,Clear,,Zero,20km to 50km
33.303,4.95,84,1206.0,17.0,16.0,14.5,Partly Cloudy,Cirrostratus,5/10,20km to 50km
34.089,1.87,300,4188.0,17.0,16.3,12.6,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.995,2.45,271,4535.0,7.0,17.9,15.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.347,5.42,20,56.0,1.0,15.1,12.8,Clear,,Zero,20km to 50km
32.832,5.87,20,4562.0,10.0,19.1,18.1,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
33.6023,5.75,30,3720.0,14.0,15.8,13.7,,,,
33.682,3.61,150,783.0,0.0,15.8,15.1,,,,
33.782,3.2,101,836.0,16.0,16.8,15.8,Continuous blowing snow,Stratus,10/10,4km to 10km
34.099,1.65,125,638.0,3.0,17.9,16.1,,,,
33.906,2.99,125,836.0,5.0,14.5,12.5,,,,
33.992,2.27,150,2142.0,10.0,12.5,12.0,Continuous blowing snow,Stratus,10/10,4km to 10km
33.361,5.82,20,645.0,12.0,18.0,12.2,,,,
32.96,5.94,10,4026.0,2.0,18.0,15.5,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.546,5.49,1,35.0,12.0,21.3,20.2,,,,
34.186,0.55,500,4234.0,5.0,19.9,18.0,Clear,,Zero,10km to 20km
33.47,4.56,85,865.0,14.0,19.2,17.2,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
34.1167,0.986,380,4229.0,13.0,18.0,16.0,Continuous blowing snow,Stratus,10/10,4km to 10km
33.187,5.96,29,1323.0,,,,,,,
34.1445,0.669,515,4384.0,18.0,14.0,12.7,Continuous blowing snow,Stratus,10/10,4km to 10km
34.211,1.31,320,640.0,9.0,20.5,18.1,Clear,,Zero,20km to 50km
33.48,4.52,174,4149.0,9.0,17.9,15.1,Partly Cloudy,Stratocumulus,4/10,10km to 20km
33.089,5.93,83,4220.0,12.0,16.0,14.8,,,,
32.931,5.92,20,4205.0,13.0,15.5,15.1,,,,
34.0497,2.186,125,874.0,1.0,18.0,16.0,,,,
34.255,0.84,377,691.0,16.0,16.0,15.1,,,,
33.6343,5.489,42,4126.0,5.0,20.6,17.9,Partly Cloudy,Stratocumulus,4/10,20km to 50km
34.283,0.4,515,4021.0,9.0,21.4,18.4,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.713,3.32,119,2176.0,20.0,13.0,11.8,Continuous blowing snow,Cirrostratus,10/10,4km to 10km
33.724,4.47,30,35.0,8.0,13.0,13.0,Clear,,Zero,4km to 10km
33.52,5.49,21,1672.0,3.0,15.9,14.2,Partly Cloudy,Stratocumulus,4/10,4km to 10km
33.431,5.81,10,605.0,4.0,20.1,17.1,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
33.662,6.09,22,68.0,12.0,15.9,15.2,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,10km to 20km
32.929,5.89,50,4014.0,17.0,17.3,16.4,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,10km to 20km
32.84,5.84,2,4549.0,19.0,15.2,11.2,Partly Cloudy,Cumulus,5/10,20km to 50km
34.153,1.31,232,4215.0,25.0,17.4,16.0,Continuous blowing snow,Stratus,10/10,4km to 10km
34.17,0.78,453,4028.0,20.0,14.9,12.7,Partly Cloudy,Cirrocumulus,6/10,4km to 10km
33.267,5.67,34,3754.0,19.0,16.0,15.0,Partly Cloudy,Cumulus,9/10 or more but not 10/10,10km to 20km
33.539,5.9,10,2529.0,12.0,15.9,14.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.695,3.1,140,4238.0,4.0,16.5,15.1,Partly Cloudy,Cirrostratus,4/10,20km to 50km
33.301,5.74,56,4099.0,12.0,16.5,15.5,Continuous blowing snow,Stratus,10/10,4km to 10km
33.343,5.7,30,4166.0,14.0,16.9,16.6,,,,
33.974,3.47,31,66.0,28.0,12.1,10.3,Clear,,,
33.1376,6.082,0,21.0,2.0,15.1,14.2,,,,
33.438,4.19,30,249.0,11.0,14.5,13.1,,,,
33.5235,5.885,10,957.0,4.0,14.2,12.7,,,,
34.1139,0.879,400,4244.0,18.0,18.9,18.3,Continuous blowing snow,Stratocumulus,10/10,2km to 4km
33.415,5.64,42,,,,,,,,
33.259,6.06,40,1657.0,6.0,17.3,16.2,Partly Cloudy,Altocumulus,2/10 to 3/10,20km to 50km
33.504,3.63,60,78.0,9.0,17.0,16.0,Continuous blowing snow,Stratus,10/10,10km to 20km
33.208,,5,22.0,5.0,13.1,13.1,Fog,,10/10,Less than 50m
34.033,2.19,125,3801.0,8.0,20.1,17.6,Clear,,Zero,20km to 50km
33.18,6.2,2,3629.0,23.0,14.5,13.0,Partly Cloudy,Cumulus,7/10 to 8/10,4km to 10km
33.488,3.66,85,1644.0,21.0,12.4,9.9,Partly Cloudy,Stratocumulus,2/10 to 3/10,4km to 10km
33.516,4.11,60,244.0,23.0,13.0,11.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
33.6677,,10,98.0,25.0,14.9,13.1,Continuous blowing snow,Stratus,4/10,10km to 20km
