Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
Zigzagoon,-1.627372513212772,-1.2249348136809166,-1.5106556927633488,-1.0538600617878404,-1.309406589739023,-1.1111403841150915,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Linoone,-0.12597169888031123,0.34254285408368224,-0.2774988302234349,-0.4120940197460712,-0.6978201396040286,-0.3920138512358155,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wurmple,-2.0027227167958874,-0.9506262218221118,-1.0482218693108811,-1.2463898744003714,-1.6151998148065203,-1.5066599771986935,-1.662316389772696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silcoon,-1.919311560444084,-0.754691513351537,-1.3565110849458595,-0.604623832358602,-1.4623032022727716,-1.6864416104185125,-1.8344790317666577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beautifly,-0.3344995897598197,-0.3628220964103872,-0.2774988302234349,-0.7650653428690443,0.8311459857334578,-0.7875334443194173,-0.11285261182704193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cascoon,-1.919311560444084,-0.754691513351537,-1.3565110849458595,-0.604623832358602,-1.4623032022727716,-1.6864416104185125,-1.8344790317666577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustox,-0.4179107461116231,-0.3628220964103872,-0.8940772614933918,-0.12329930082727497,-0.6978201396040286,0.6507196214391349,-0.11285261182704193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lotad,-1.794194825916379,-1.1465609302926867,-1.5106556927633488,-1.4068313849108136,-1.0036133646715257,-0.7875334443194173,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lombre,-0.7932609496947383,-0.3628220964103872,-0.8940772614933918,-0.7650653428690443,-0.39202691453653127,-0.06840691144014126,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ludicolo,0.3744952392305091,0.42091673747191216,-0.2774988302234349,-0.12329930082727497,0.5253527606659605,1.0102828878787729,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seedot,-1.794194825916379,-1.1465609302926867,-1.2023664771283702,-0.7650653428690443,-1.309406589739023,-1.5066599771986935,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuzleaf,-0.7932609496947383,0.029047320530762477,-0.2774988302234349,-1.085948363889929,-0.39202691453653127,-1.1470967107590553,-0.2850152538210035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiftry,0.3744952392305091,0.8127861544130619,0.6473688166815004,-0.44418232184815964,0.5253527606659605,-0.4279701778797793,0.4036353141548428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taillow,-1.3771390441573619,-1.1465609302926867,-0.7399326536759026,-1.4068313849108136,-1.309406589739023,-1.5066599771986935,0.5757979561488044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Swellow,-0.04256054252850785,-0.3628220964103872,0.18493499322903273,-0.44418232184815964,-0.6978201396040286,-0.7875334443194173,1.953099092100497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wingull,-1.3771390441573619,-1.1465609302926867,-1.5106556927633488,-1.4068313849108136,-0.5449235270702799,-1.5066599771986935,0.5757979561488044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pelipper,-0.04256054252850785,-0.3628220964103872,-0.8940772614933918,0.839349762235379,0.37245614813221184,-0.06840691144014126,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ralts,-1.9776993698903464,-1.6168042306220662,-1.6648003005808378,-1.567272895421256,-0.8507167521377771,-1.3268783439788745,-0.9736658217968498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kirlia,-1.3104101190759192,-1.2249348136809166,-1.3565110849458595,-1.2463898744003714,-0.23913030200278262,-0.6077518110995983,-0.6293405378089266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gardevoir,0.6914576333673619,-0.04932656285746746,-0.43164343804092414,-0.2837408113377173,1.5956290484022009,1.5496277875382298,0.4036353141548428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GardevoirMega Gardevoir,1.5255691968853957,-0.04932656285746746,0.18493499322903273,-0.2837408113377173,2.81880194867219,2.268754320417506,1.0922858821306891,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Surskit,-1.3854801597925424,-1.1465609302926867,-1.5106556927633488,-1.3426547807066367,-0.6978201396040286,-0.7156207910314898,-0.11285261182704193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Masquerain,-0.17601839269139327,0.029047320530762477,-0.5857880458584134,-0.3800057176439827,0.21955953559846322,0.3630690082874244,-0.2850152538210035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shroomish,-1.1686111532778536,-0.3628220964103872,-1.2023664771283702,-0.44418232184815964,-1.0036133646715257,-0.4279701778797793,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breloom,0.2076729265269023,-0.3628220964103872,1.5722364635864357,0.1975837201936097,-0.39202691453653127,-0.4279701778797793,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slakoth,-1.2937278878055587,-0.3628220964103872,-0.5857880458584134,-0.44418232184815964,-1.1565099772052745,-1.3268783439788745,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vigoroth,0.04085061382329554,0.42091673747191216,0.030790385411543508,0.1975837201936097,-0.5449235270702799,-0.6077518110995983,0.7479605981427659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Slaking,1.9593072099147733,3.16400265605996,2.497104110491371,0.839349762235379,0.6782493731997091,-0.2481885446599603,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nincada,-1.4105035066980833,-1.4992434055397212,-1.0482218693108811,0.5184667412144943,-1.309406589739023,-1.5066599771986935,-0.9736658217968498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ninjask,0.17430846398618094,-0.32363515471627224,0.33907960104652196,-0.9255068533794867,-0.6978201396040286,-0.7875334443194173,3.158237586058228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shedinja,-1.6607369757534935,-2.6748516563631703,0.33907960104652196,-0.9255068533794867,-1.309406589739023,-1.5066599771986935,-0.9736658217968498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whismur,-1.627372513212772,-0.20607432963392736,-0.863248339929894,-1.631449499625433,-0.6672408170972788,-1.75835426370644,-1.3868561625823577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Loudred,-0.6264386369911316,0.577664504248372,-0.2466699086599371,-0.9896834575836636,-0.05565436696228429,-1.039227730827164,-0.6982055946065113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Exploud,0.45790639558231244,1.3614033381306714,0.3699085226100198,-0.34791741554189426,0.5559320831727103,0.03946206849175015,-0.009555026630664985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Makuhita,-1.652395860118313,0.10742120391899242,-0.5857880458584134,-1.4068313849108136,-1.6151998148065203,-1.5066599771986935,-1.4901537477787345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hariyama,0.324448545419427,2.92888100589527,1.2639472479514573,-0.44418232184815964,-1.0036133646715257,-0.4279701778797793,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azurill,-2.044428294971789,-0.754691513351537,-1.8189449083983271,-1.085948363889929,-1.6151998148065203,-1.1470967107590553,-1.662316389772696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nosepass,-0.5013219024634264,-1.5384303472338363,-1.0482218693108811,1.9624403358084754,-0.8507167521377771,0.6507196214391349,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Skitty,-1.4605502005091653,-0.754691513351537,-1.0482218693108811,-0.9255068533794867,-1.1565099772052745,-1.3268783439788745,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Delcatty,-0.45961632428752475,0.029047320530762477,-0.43164343804092414,-0.2837408113377173,-0.5449235270702799,-0.6077518110995983,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sableye,-0.45961632428752475,-0.754691513351537,-0.12335422240594572,0.037142209683167365,-0.23913030200278262,-0.2481885446599603,-0.6293405378089266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SableyeMega Sableye,0.3744952392305091,-0.754691513351537,0.18493499322903273,1.6415573147875908,0.37245614813221184,1.5496277875382298,-1.662316389772696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mawile,-0.45961632428752475,-0.754691513351537,0.18493499322903273,0.358025230704052,-0.5449235270702799,-0.6077518110995983,-0.6293405378089266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MawileMega Mawile,0.3744952392305091,-0.754691513351537,0.8015134244989897,1.6415573147875908,-0.5449235270702799,0.8305012546589539,-0.6293405378089266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aron,-0.8766721060465417,-0.754691513351537,-0.2774988302234349,0.839349762235379,-1.0036133646715257,-1.1470967107590553,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Lairon,-0.04256054252850785,-0.3628220964103872,0.33907960104652196,2.1228818463189176,-0.6978201396040286,-0.7875334443194173,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Aggron,0.791551020989526,0.029047320530762477,0.9556580323164788,3.4064139304024565,-0.39202691453653127,-0.4279701778797793,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
AggronMega Aggron,1.6256625845075598,0.029047320530762477,1.8805256792214142,5.010829035506879,-0.39202691453653127,0.29115635499949677,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Meditite,-1.2937278878055587,-1.5384303472338363,-1.2023664771283702,-0.604623832358602,-1.0036133646715257,-0.6077518110995983,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Medicham,-0.2093828552321146,-0.3628220964103872,-0.5857880458584134,0.037142209683167365,-0.39202691453653127,0.11137472177967776,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MedichamMega Medicham,0.6247287082859192,-0.3628220964103872,0.6473688166815004,0.358025230704052,0.21955953559846322,0.4709379882193158,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Electrike,-1.1686111532778536,-1.1465609302926867,-1.0482218693108811,-1.085948363889929,-0.23913030200278262,-1.1470967107590553,-0.11285261182704193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manectric,0.3327896610546074,0.029047320530762477,-0.12335422240594572,-0.44418232184815964,0.9840425982672063,-0.4279701778797793,1.2644485241246506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ManectricMega Manectric,1.1669012245726411,0.029047320530762477,-0.12335422240594572,0.1975837201936097,1.9014222734696982,0.29115635499949677,2.2974243760884203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plusle,-0.2510884334080163,-0.3628220964103872,-0.8940772614933918,-1.085948363889929,0.37245614813221184,0.11137472177967776,0.9201232401367275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minun,-0.2510884334080163,-0.3628220964103872,-1.2023664771283702,-0.7650653428690443,0.06666292306471461,0.4709379882193158,0.9201232401367275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volbeat,-0.292794011583918,-0.16688738793981236,-0.18501206553294142,-0.604623832358602,-0.7895581071242777,0.11137472177967776,0.5757979561488044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illumise,-0.292794011583918,-0.16688738793981236,-0.9865640261838854,-0.604623832358602,0.005504278051215159,0.11137472177967776,0.5757979561488044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roselia,-0.292794011583918,-0.754691513351537,-0.5857880458584134,-0.9255068533794867,0.8311459857334578,0.29115635499949677,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gulpin,-1.1102233438315912,0.029047320530762477,-1.1098797124378768,-0.6688004365627789,-0.9118753971512766,-0.6796644643875259,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Swalot,0.26606073597316465,1.2046555713542115,-0.18501206553294142,0.2938486264998751,0.005504278051215159,0.3990253349313882,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Carvanha,-1.0851999969260502,-0.9506262218221118,0.33907960104652196,-1.7277144059316982,-0.23913030200278262,-1.8662232436383315,-0.11285261182704193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sharpedo,0.2076729265269023,0.029047320530762477,1.2639472479514573,-1.085948363889929,0.6782493731997091,-1.1470967107590553,0.9201232401367275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SharpedoMega Sharpedo,1.0417844900449362,0.029047320530762477,1.8805256792214142,-0.12329930082727497,1.136939210800955,-0.2481885446599603,1.2644485241246506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wailmer,-0.292794011583918,2.380263822177661,-0.2774988302234349,-1.2463898744003714,-0.08623368946903401,-1.3268783439788745,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wailord,0.5413175519341158,3.9477414899422594,0.33907960104652196,-0.9255068533794867,0.5253527606659605,-0.9673150775392364,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Numel,-1.0851999969260502,-0.3628220964103872,-0.5857880458584134,-1.085948363889929,-0.23913030200278262,-0.9673150775392364,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camerupt,0.2076729265269023,0.029047320530762477,0.6473688166815004,-0.12329930082727497,0.9840425982672063,0.11137472177967776,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CameruptMega Camerupt,1.0417844900449362,0.029047320530762477,1.2639472479514573,0.839349762235379,2.2072154985371952,1.1900645210985918,-1.662316389772696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torkoal,0.2910840828787057,0.029047320530762477,0.18493499322903273,2.1228818463189176,0.37245614813221184,-0.06840691144014126,-1.662316389772696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spoink,-0.8766721060465417,-0.3628220964103872,-1.6648003005808378,-1.2463898744003714,-0.08623368946903401,0.29115635499949677,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grumpig,0.2910840828787057,0.42091673747191216,-1.0482218693108811,-0.2837408113377173,0.5253527606659605,1.3698461543184108,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Spinda,-0.6264386369911316,-0.3628220964103872,-0.5857880458584134,-0.44418232184815964,-0.39202691453653127,-0.4279701778797793,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trapinch,-1.2103167314537553,-0.9506262218221118,0.6473688166815004,-0.9255068533794867,-0.8507167521377771,-0.9673150775392364,-2.0066416737606194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vibrava,-0.7932609496947383,-0.754691513351537,-0.2774988302234349,-0.7650653428690443,-0.6978201396040286,-0.7875334443194173,0.059310030166919644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flygon,0.7081398646377226,0.42091673747191216,0.6473688166815004,0.1975837201936097,0.21955953559846322,0.29115635499949677,1.0922858821306891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cacnea,-0.83496652787064,-0.754691513351537,0.18493499322903273,-1.085948363889929,0.37245614813221184,-1.1470967107590553,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cacturne,0.3327896610546074,0.029047320530762477,1.109802640133968,-0.44418232184815964,1.2898358233347036,-0.4279701778797793,-0.4571778958149651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swablu,-1.0434944187501485,-0.9506262218221118,-1.2023664771283702,-0.44418232184815964,-1.0036133646715257,0.11137472177967776,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Altaria,0.45790639558231244,0.22498202900133732,-0.2774988302234349,0.5184667412144943,-0.08623368946903401,1.1900645210985918,0.4036353141548428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AltariaMega Altaria,1.2920179591003462,0.22498202900133732,0.9556580323164788,1.1602327832562638,1.136939210800955,1.1900645210985918,0.4036353141548428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zangoose,0.19099069525654164,0.1466081456131074,1.109802640133968,-0.44418232184815964,-0.39202691453653127,-0.4279701778797793,0.7479605981427659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Seviper,0.19099069525654164,0.1466081456131074,0.6473688166815004,-0.44418232184815964,0.8311459857334578,-0.4279701778797793,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lunatone,0.04085061382329554,0.029047320530762477,-0.7399326536759026,-0.2837408113377173,0.6782493731997091,0.4709379882193158,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Solrock,0.04085061382329554,0.029047320530762477,0.4932242088640112,0.358025230704052,-0.5449235270702799,-0.2481885446599603,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Barboach,-1.2269989627241158,-0.754691513351537,-0.9557351046203875,-0.9896834575836636,-0.8201374296310274,-1.1111403841150915,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Whiscash,0.274401851608345,1.5965249882953614,-0.03086745771545218,-0.02703439452100957,0.09724224557146434,-0.032450584796177455,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Corphish,-1.0601766500205092,-1.0290001052103417,0.030790385411543508,-0.2837408113377173,-0.6978201396040286,-1.3268783439788745,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Crawdaunt,0.274401851608345,-0.24526127132804232,1.2639472479514573,0.358025230704052,0.5253527606659605,-0.6077518110995983,-0.4571778958149651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Baltoy,-1.1269055751019519,-1.1465609302926867,-1.2023664771283702,-0.604623832358602,-1.0036133646715257,-0.06840691144014126,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Claydol,0.5413175519341158,-0.3628220964103872,-0.2774988302234349,0.9997912727458214,-0.08623368946903401,1.729409420758049,0.23147267216088122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lileep,-0.6681442151670333,-0.1277004462456974,-1.1715375555648724,0.1013188138873443,-0.36144759202978155,0.5428506415072434,-1.5590188045763191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cradily,0.49961197375821415,0.656038387636602,0.06161930697504135,0.7430848559291137,0.25013885810521297,1.2619771743865196,-0.8703682366004729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Anorith,-0.6681442151670333,-0.9506262218221118,0.4932242088640112,-0.7650653428690443,-1.0036133646715257,-0.7875334443194173,0.23147267216088122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Armaldo,0.49961197375821415,0.22498202900133732,1.4180918557689466,0.839349762235379,-0.08623368946903401,0.29115635499949677,-0.8015031798028882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
